customer_name,email,industrytype,purchasedate,month,city,region,country,price_USD,payment_method,referral_source,customer_segment,shoot_day,shoot_time
Rebecca Terry,victoriasmith@example.org,Product,2025-05-11,2025-05,Vasquezland,Nova Scotia,Canada,612.97,Bank Transfer,Direct Visit,New Customer,Wednesday,14:00
Tamara Graves,williamspatricia@example.com,Real Estate,2025-05-11,2025-05,East Kellystad,Maryland,United States,449.16,Apple Pay,Instagram,Business Client,Wednesday,13:30
Lisa Underwood MD,pennyholloway@example.com,Wedding,2025-05-11,2025-05,North Wendyland,Nova Scotia,Canada,2344.95,PayPal,Direct Visit,New Customer,Saturday,11:00
Lonnie Taylor,qobrien@example.org,Portrait,2025-05-11,2025-05,West Brittneyhaven,Alberta,Canada,265.67,PayPal,Facebook,Business Client,Wednesday,10:00
Samuel Ortega,wpatrick@example.net,Portrait,2025-05-09,2025-05,South Catherineport,British Columbia,Canada,344.44,Apple Pay,Referral,Returning Customer,Tuesday,10:00
Timothy Bauer,elizabeth33@example.com,Real Estate,2025-05-09,2025-05,Kellyfurt,Ohio,United States,578.33,Apple Pay,Direct Visit,New Customer,Wednesday,13:30
Kevin Wilson,boltondavid@example.net,Event,2025-05-07,2025-05,Lake Eric,Alberta,Canada,961.95,Credit Card,Facebook,New Customer,Saturday,12:00
Michelle Graham,spearselizabeth@example.net,Wedding,2025-05-10,2025-05,West Kayleemouth,Alberta,Canada,1537.93,PayPal,Referral,Returning Customer,Friday,11:00
Mary Diaz,elee@example.org,Event,2025-05-10,2025-05,Sharonborough,British Columbia,Canada,834.46,PayPal,Email Campaign,Returning Customer,Thursday,15:00
Robert Ford,ubowers@example.com,Wedding,2025-05-08,2025-05,Port Melissaview,Manitoba,Canada,2379.72,Cash,Facebook,New Customer,Saturday,11:00
Jennifer Edwards,adrianlogan@example.com,Real Estate,2025-05-05,2025-05,Port Mark,Alberta,Canada,287.51,PayPal,Facebook,Returning Customer,Thursday,13:30
Stephen Allen,mkrueger@example.net,Real Estate,2025-05-08,2025-05,Davismouth,Illinois,United States,421.81,Cash,Google Search,Occasional Buyer,Friday,09:30
Isaac Cooper,matthew17@example.net,Wedding,2025-05-06,2025-05,South Benjamin,British Columbia,Canada,1653.38,Bank Transfer,Google Search,New Customer,Friday,11:00
Shannon Manning,alyssa89@example.net,Real Estate,2025-05-09,2025-05,East Dylan,Saskatchewan,Canada,346.23,PayPal,Direct Visit,Business Client,Friday,11:00
Amanda Maynard,amber70@example.com,Real Estate,2025-05-06,2025-05,South Kayla,Texas,United States,324.25,Apple Pay,Google Search,New Customer,Wednesday,09:30
Rebecca Wells,mhickman@example.net,Real Estate,2025-05-05,2025-05,Andrewshire,Illinois,United States,212.76,Apple Pay,Facebook,New Customer,Tuesday,09:30
Dennis Snow,montoyaelizabeth@example.net,Real Estate,2025-05-05,2025-05,West Mary,Arizona,United States,435.13,Apple Pay,Google Search,New Customer,Wednesday,11:00
Amanda Crane,aallen@example.com,Event,2025-05-10,2025-05,Ralphtown,Maryland,United States,487.95,Bank Transfer,Direct Visit,Business Client,Thursday,15:00
Stephanie Case,shawstephanie@example.net,Wedding,2025-05-09,2025-05,North Leahview,Manitoba,Canada,1819.17,Bank Transfer,Direct Visit,New Customer,Sunday,17:00
Kevin Ferguson MD,wyattsara@example.com,Real Estate,2025-05-07,2025-05,Kaylaton,Alberta,Canada,477.09,Credit Card,Email Campaign,New Customer,Tuesday,11:00
Jeffrey Murphy,staceysmith@example.org,Wedding,2025-05-10,2025-05,Gregoryborough,Pennsylvania,United States,2405.05,Credit Card,Google Search,New Customer,Saturday,19:00
Jennifer Bullock,jessicaward@example.com,Wedding,2025-05-07,2025-05,Garyport,Maryland,United States,2899.63,Bank Transfer,Facebook,New Customer,Friday,17:00
Angela Moore,farrellaaron@example.org,Event,2025-05-11,2025-05,Whitneyside,Michigan,United States,506.83,Credit Card,Instagram,Business Client,Saturday,12:00
Ashley Hayes,masonmary@example.net,Product,2025-05-11,2025-05,Port Kayleeview,Alberta,Canada,323.81,Cash,Direct Visit,Business Client,Thursday,14:00
Diana Miller,gomezpaul@example.org,Product,2025-05-10,2025-05,Dixonfort,California,United States,488.11,Credit Card,Direct Visit,New Customer,Tuesday,10:00
Carla Peterson DDS,timothymiddleton@example.net,Wedding,2025-05-05,2025-05,Jessicaland,Texas,United States,1911.35,Bank Transfer,Instagram,Returning Customer,Saturday,14:00
Jessica Aguirre,mlewis@example.net,Stock Photo License,2025-05-08,2025-05,Anthonyfurt,Michigan,United States,62.09,Credit Card,Google Search,New Customer,Wednesday,15:00
Natasha Davenport,dgrant@example.com,Wedding,2025-05-11,2025-05,Ayalaland,California,United States,2895.19,Cash,Instagram,New Customer,Friday,14:00
Amanda Lopez,andre55@example.com,Wedding,2025-05-11,2025-05,Dawnborough,Ontario,Canada,1852.2,Apple Pay,Referral,New Customer,Saturday,17:00
Brendan Meyer,watkinsthomas@example.net,Event,2025-05-08,2025-05,West Michelleland,Tennessee,United States,493.93,Cash,Referral,New Customer,Sunday,12:00
Margaret Sanchez,gcarter@example.org,Stock Photo License,2025-05-05,2025-05,Davidton,Saskatchewan,Canada,53.84,Cash,Instagram,Business Client,Monday,15:00
Robyn Kidd,matthew61@example.net,Wedding,2025-05-11,2025-05,Elizabethberg,Texas,United States,1907.94,Apple Pay,Referral,Returning Customer,Saturday,19:00
Jennifer Johnson,mark12@example.net,Event,2025-05-10,2025-05,Charlesport,Ontario,Canada,1012.77,Apple Pay,Facebook,New Customer,Thursday,15:00
Emily Martinez,brandimiller@example.org,Portrait,2025-05-10,2025-05,West Danielview,Saskatchewan,Canada,190.97,Bank Transfer,Referral,New Customer,Wednesday,13:00
Susan Miller,rebecca41@example.com,Portrait,2025-05-08,2025-05,Larryside,Saskatchewan,Canada,266.87,Apple Pay,Referral,New Customer,Wednesday,13:00
Gary Figueroa,caseyrush@example.net,Portrait,2025-05-11,2025-05,West Samanthachester,Alberta,Canada,300.54,Apple Pay,Email Campaign,New Customer,Wednesday,16:30
Isaac Weaver,erik83@example.org,Wedding,2025-05-11,2025-05,North Patriciaton,Maryland,United States,2259.53,PayPal,Instagram,Business Client,Saturday,17:00
Ashley Burnett,trobinson@example.org,Portrait,2025-05-11,2025-05,Garyshire,Maryland,United States,355.86,Credit Card,Facebook,Occasional Buyer,Friday,10:00
Katrina Mayo,maldonadonancy@example.net,Event,2025-05-07,2025-05,Lake Susan,New Jersey,United States,448.23,Bank Transfer,Direct Visit,Occasional Buyer,Saturday,15:00
Daniel Estrada,mallorycarter@example.org,Portrait,2025-05-07,2025-05,South Amy,Georgia,United States,354.84,Cash,Instagram,Business Client,Wednesday,18:30
Donna Wright,mannjonathan@example.net,Product,2025-05-05,2025-05,Beltranchester,Quebec,Canada,313.0,Credit Card,Email Campaign,Occasional Buyer,Friday,10:00
Corey King,barbaraolsen@example.net,Wedding,2025-05-11,2025-05,Smithville,California,United States,2109.18,Credit Card,Google Search,New Customer,Saturday,11:00
David Williams,suttondean@example.org,Wedding,2025-05-10,2025-05,Lake Johnton,Arizona,United States,2741.48,Bank Transfer,Email Campaign,New Customer,Saturday,19:00
Daniel Rodriguez,gutierrezmatthew@example.com,Event,2025-05-08,2025-05,Susanshire,Manitoba,Canada,570.19,Apple Pay,Referral,Returning Customer,Friday,15:00
Sheila Nguyen,hgray@example.net,Event,2025-05-11,2025-05,East Jennifer,Ontario,Canada,911.21,Bank Transfer,Email Campaign,New Customer,Sunday,15:00
Brianna Price,mollyhodge@example.net,Real Estate,2025-05-10,2025-05,Scottborough,Saskatchewan,Canada,476.46,Cash,Google Search,New Customer,Thursday,13:30
Anthony Smith,ymoore@example.org,Stock Photo License,2025-05-06,2025-05,South Tracy,Florida,United States,62.95,PayPal,Email Campaign,Business Client,Wednesday,17:00
Stanley Taylor,gregory07@example.net,Event,2025-05-08,2025-05,Warrenborough,Ontario,Canada,384.61,Bank Transfer,Facebook,Returning Customer,Saturday,12:00
Joann Barker,mary64@example.org,Event,2025-05-10,2025-05,New Shawnport,Maryland,United States,706.08,Credit Card,Direct Visit,New Customer,Thursday,12:00
David Tucker,valeriearnold@example.net,Portrait,2025-05-10,2025-05,Walkerberg,Manitoba,Canada,265.79,Credit Card,Email Campaign,Returning Customer,Thursday,10:00
David Garcia,julie01@example.net,Wedding,2025-05-11,2025-05,North Joseph,Ontario,Canada,2177.59,PayPal,Google Search,New Customer,Saturday,17:00
Norma Barnett,courtneymadden@example.org,Portrait,2025-05-10,2025-05,East Rachelview,Michigan,United States,151.42,PayPal,Instagram,New Customer,Tuesday,18:30
Kristen Bradley,castillojacob@example.net,Event,2025-05-07,2025-05,North Mark,New York,United States,1060.98,PayPal,Instagram,New Customer,Sunday,19:00
Robert Willis,msantiago@example.net,Stock Photo License,2025-05-05,2025-05,Jenniferchester,Ontario,Canada,55.26,Apple Pay,Email Campaign,New Customer,Thursday,15:00
Stefanie Nguyen,michael38@example.com,Portrait,2025-05-05,2025-05,Codyfort,Florida,United States,254.66,Credit Card,Facebook,Business Client,Thursday,18:30
Billy Cunningham,jessedelacruz@example.org,Event,2025-05-09,2025-05,Perezside,California,United States,727.16,PayPal,Google Search,Returning Customer,Friday,12:00
William Dunn,jeffreylewis@example.com,Event,2025-05-11,2025-05,Gutierrezland,Alberta,Canada,701.49,Credit Card,Email Campaign,New Customer,Saturday,19:00
William Day,forozco@example.com,Portrait,2025-05-07,2025-05,North Jonathanshire,Washington,United States,289.92,Credit Card,Facebook,New Customer,Tuesday,16:30
Raven Herrera,bradleybarker@example.net,Real Estate,2025-05-10,2025-05,New David,Michigan,United States,156.38,PayPal,Facebook,Occasional Buyer,Friday,13:30
Tammy Burns,lauraclay@example.org,Product,2025-05-07,2025-05,Lake Katherine,Quebec,Canada,680.74,Credit Card,Instagram,New Customer,Thursday,12:00
Jeffery Bailey,karen82@example.org,Event,2025-05-11,2025-05,New Brandishire,Indiana,United States,787.26,PayPal,Google Search,New Customer,Friday,19:00
Rodney Young,oconnorjames@example.org,Stock Photo License,2025-05-06,2025-05,Lake Ashleyview,Quebec,Canada,28.63,Bank Transfer,Referral,New Customer,Thursday,17:00
Jerry Montgomery,wilsonrhonda@example.org,Portrait,2025-05-10,2025-05,East Kenneth,Alberta,Canada,367.67,Cash,Direct Visit,Business Client,Monday,13:00
Jessica Watts,thomassmith@example.com,Wedding,2025-05-09,2025-05,Courtneyport,Georgia,United States,2861.26,Apple Pay,Direct Visit,New Customer,Sunday,19:00
Phillip Lewis,roberthamilton@example.net,Real Estate,2025-05-05,2025-05,New Gregorychester,Illinois,United States,316.37,Credit Card,Facebook,New Customer,Monday,13:30
Stacey Schmidt,olivia29@example.net,Wedding,2025-05-11,2025-05,West Jennifer,Nova Scotia,Canada,2475.25,Cash,Direct Visit,New Customer,Saturday,17:00
Rebecca Ramirez,catherine03@example.com,Real Estate,2025-05-10,2025-05,South Roger,Tennessee,United States,519.75,Bank Transfer,Google Search,Returning Customer,Friday,13:30
Brandon Perkins,rachelhall@example.net,Stock Photo License,2025-05-10,2025-05,Nicholasside,British Columbia,Canada,51.64,Bank Transfer,Direct Visit,Returning Customer,Monday,15:00
Ruth Brown,amberhall@example.org,Portrait,2025-05-11,2025-05,New Timothyshire,British Columbia,Canada,376.45,PayPal,Facebook,Returning Customer,Friday,13:00
Stacey Allen,morganamanda@example.com,Portrait,2025-05-09,2025-05,North William,Quebec,Canada,215.98,Bank Transfer,Email Campaign,Returning Customer,Tuesday,13:00
Amanda Henry,donaldtyler@example.net,Portrait,2025-05-10,2025-05,Martinberg,Saskatchewan,Canada,349.51,PayPal,Instagram,Returning Customer,Tuesday,10:00
Nathan Payne,steven45@example.org,Event,2025-05-11,2025-05,New Dylanmouth,Washington,United States,603.63,Cash,Email Campaign,New Customer,Sunday,15:00
Melissa Roy,millerfrederick@example.net,Event,2025-05-06,2025-05,Port Alexandertown,Washington,United States,783.67,Apple Pay,Referral,New Customer,Thursday,15:00
Annette Bowers,brian90@example.net,Wedding,2025-05-11,2025-05,North Haileyfort,Quebec,Canada,2901.18,Bank Transfer,Google Search,Occasional Buyer,Saturday,17:00
Rebecca Gordon,karen42@example.org,Event,2025-05-06,2025-05,West Lawrence,Ontario,Canada,740.6,PayPal,Instagram,New Customer,Sunday,15:00
Donna Boyd,hernandezmadison@example.com,Real Estate,2025-05-05,2025-05,New Elizabeth,Missouri,United States,597.09,Apple Pay,Facebook,New Customer,Monday,11:00
Julie Williams,smithjose@example.org,Wedding,2025-05-09,2025-05,West Nicolaston,New York,United States,2614.53,Bank Transfer,Direct Visit,Business Client,Saturday,11:00
Nathaniel Hill,richardhart@example.org,Wedding,2025-05-07,2025-05,Reedmouth,Nova Scotia,Canada,1861.02,PayPal,Instagram,New Customer,Saturday,17:00
Wanda Wood,diazlorraine@example.net,Event,2025-05-06,2025-05,Hernandezview,Pennsylvania,United States,986.12,Credit Card,Direct Visit,Business Client,Sunday,12:00
Lori Brown,johnguzman@example.net,Stock Photo License,2025-05-09,2025-05,Blairside,Quebec,Canada,38.49,PayPal,Referral,Returning Customer,Monday,11:00
Paula Benton,davidbrown@example.org,Product,2025-05-07,2025-05,Montgomerytown,Alberta,Canada,750.58,Apple Pay,Direct Visit,Business Client,Monday,10:00
Justin Moreno,greenjessica@example.net,Portrait,2025-05-11,2025-05,Port Peterhaven,Quebec,Canada,208.05,Cash,Direct Visit,Business Client,Thursday,18:30
Dr. Jose Gray DDS,rossjohn@example.net,Wedding,2025-05-07,2025-05,New Stacy,British Columbia,Canada,2647.58,Credit Card,Referral,Returning Customer,Saturday,19:00
Kelly Brewer,rickey20@example.org,Portrait,2025-05-07,2025-05,East Heatherport,Quebec,Canada,260.55,Cash,Instagram,New Customer,Tuesday,10:00
Nicholas Rice,daltonyu@example.com,Portrait,2025-05-10,2025-05,Avilaberg,Ontario,Canada,218.54,Apple Pay,Instagram,Returning Customer,Tuesday,18:30
William Price,sophia54@example.org,Wedding,2025-05-05,2025-05,South Morganfurt,Ontario,Canada,2569.6,Cash,Referral,Business Client,Saturday,17:00
Jackie Stephens,kellychung@example.net,Product,2025-05-07,2025-05,South Kristina,British Columbia,Canada,253.68,Cash,Instagram,New Customer,Tuesday,12:00
Ricky Roy,ingramjessica@example.com,Product,2025-05-10,2025-05,Lake Christopherfurt,British Columbia,Canada,587.01,Credit Card,Instagram,New Customer,Tuesday,10:00
Sandra Hill,stevendecker@example.org,Product,2025-05-10,2025-05,New Heidi,Indiana,United States,255.43,Bank Transfer,Referral,New Customer,Monday,12:00
Doris Harris MD,james84@example.net,Wedding,2025-05-11,2025-05,Benjaminton,Quebec,Canada,2153.84,Apple Pay,Google Search,New Customer,Saturday,19:00
Daniel Thomas,davisjennifer@example.com,Wedding,2025-05-10,2025-05,Nicoleville,Manitoba,Canada,1578.22,Cash,Referral,Business Client,Friday,14:00
Lisa Gonzalez,mccoyjames@example.org,Wedding,2025-05-07,2025-05,Griffithville,North Carolina,United States,2711.59,PayPal,Direct Visit,New Customer,Friday,11:00
Mrs. Jennifer Johnson MD,hullcheryl@example.net,Portrait,2025-05-10,2025-05,South Dawn,California,United States,340.22,Bank Transfer,Instagram,Business Client,Tuesday,13:00
Anna Yu DVM,smithjack@example.org,Portrait,2025-05-09,2025-05,Changmouth,Pennsylvania,United States,155.18,Credit Card,Referral,New Customer,Monday,18:30
Carl Harper,sancheznicholas@example.com,Wedding,2025-05-11,2025-05,New Danielchester,Quebec,Canada,2792.53,Cash,Instagram,Business Client,Saturday,17:00
Linda Horne,nrangel@example.net,Event,2025-05-10,2025-05,Bakerport,Quebec,Canada,445.88,Credit Card,Facebook,New Customer,Thursday,12:00
Brandi Brown,cassandra18@example.net,Real Estate,2025-05-08,2025-05,South Micheal,Manitoba,Canada,438.76,Cash,Email Campaign,Occasional Buyer,Friday,13:30
James Woods,williskatherine@example.com,Portrait,2025-05-10,2025-05,Danielport,Quebec,Canada,301.38,Apple Pay,Referral,New Customer,Thursday,16:30
Daniel Guzman,charleshayes@example.com,Wedding,2025-05-11,2025-05,East Lisa,Alberta,Canada,1610.13,Cash,Facebook,New Customer,Friday,11:00
Andrew Reese,david86@example.net,Portrait,2025-05-05,2025-05,Robertland,Nova Scotia,Canada,199.68,Apple Pay,Email Campaign,New Customer,Thursday,13:00
Gail Vasquez,ypatterson@example.net,Real Estate,2025-05-06,2025-05,Port Michaeltown,Alberta,Canada,298.18,Cash,Referral,Business Client,Tuesday,11:00
Jessica Bradford,acevedonancy@example.org,Portrait,2025-05-06,2025-05,New Heatherville,New York,United States,201.17,Bank Transfer,Facebook,New Customer,Monday,13:00
Anita Pitts,hughesgail@example.org,Portrait,2025-05-10,2025-05,West Peter,British Columbia,Canada,246.64,Apple Pay,Direct Visit,New Customer,Thursday,10:00
Christopher Robinson,michael68@example.net,Product,2025-05-09,2025-05,Shelbyborough,Michigan,United States,721.18,Apple Pay,Instagram,New Customer,Wednesday,12:00
Dr. Jeff Hoffman,christineriggs@example.com,Wedding,2025-05-10,2025-05,South Ashley,Ontario,Canada,2616.51,Cash,Referral,New Customer,Saturday,14:00
Eric Spencer,vdeleon@example.com,Event,2025-05-08,2025-05,Karaton,Massachusetts,United States,612.23,Cash,Referral,Business Client,Saturday,12:00
Nancy Rice,owilliams@example.net,Wedding,2025-05-10,2025-05,South Michelle,Washington,United States,2668.96,Bank Transfer,Email Campaign,Business Client,Saturday,11:00
Michael Hayes,obrienbrandon@example.com,Event,2025-05-06,2025-05,Christinaville,British Columbia,Canada,871.68,Cash,Instagram,New Customer,Friday,12:00
Alan Cowan,brandi26@example.net,Portrait,2025-05-07,2025-05,Port Keithshire,Nova Scotia,Canada,388.39,PayPal,Referral,Returning Customer,Friday,13:00
Sheila Douglas,hdavis@example.com,Wedding,2025-05-05,2025-05,Wangshire,Saskatchewan,Canada,2874.11,Cash,Google Search,New Customer,Saturday,11:00
Mallory Carroll,markgarcia@example.org,Product,2025-05-10,2025-05,New Kristen,Nova Scotia,Canada,299.36,Bank Transfer,Direct Visit,Business Client,Monday,10:00
Stephanie Rodriguez,kellythomas@example.com,Portrait,2025-05-11,2025-05,Ashleyborough,Manitoba,Canada,267.23,PayPal,Email Campaign,Returning Customer,Friday,16:30
Michael Branch,omoore@example.org,Event,2025-05-07,2025-05,Elliottton,Arizona,United States,768.04,Cash,Facebook,New Customer,Friday,12:00
Carrie Lewis,abigailrobinson@example.net,Portrait,2025-05-10,2025-05,Gallaghertown,Nova Scotia,Canada,274.72,Bank Transfer,Google Search,Business Client,Thursday,10:00
Steven Sherman,maria56@example.net,Event,2025-05-07,2025-05,Debrahaven,New York,United States,1060.04,Apple Pay,Direct Visit,New Customer,Friday,15:00
Gloria Dunn,richardhines@example.net,Event,2025-05-08,2025-05,East Rachelshire,Wisconsin,United States,677.36,Cash,Email Campaign,New Customer,Thursday,12:00
Juan Berry,richard13@example.org,Portrait,2025-05-09,2025-05,South Donna,Alberta,Canada,372.33,Credit Card,Facebook,Occasional Buyer,Thursday,13:00
Melissa Thomas,lindsayedwards@example.com,Wedding,2025-05-11,2025-05,Stokesville,Washington,United States,1853.52,Cash,Instagram,New Customer,Saturday,19:00
Chase Matthews,melissa40@example.org,Event,2025-05-06,2025-05,West Meganview,Nova Scotia,Canada,448.4,Credit Card,Google Search,New Customer,Saturday,19:00
Michael Palmer,ysolomon@example.org,Real Estate,2025-05-09,2025-05,South Karen,Texas,United States,104.24,Credit Card,Referral,New Customer,Thursday,09:30
Angela Barnett,madison00@example.org,Wedding,2025-05-08,2025-05,North Marthafurt,Texas,United States,2975.55,PayPal,Facebook,New Customer,Saturday,17:00
Mark Jones,brian62@example.net,Wedding,2025-05-11,2025-05,Roseview,Washington,United States,2374.3,Cash,Google Search,New Customer,Saturday,14:00
Jason Thomas,jeffrey44@example.org,Wedding,2025-05-05,2025-05,Port Brandi,Massachusetts,United States,2755.27,Apple Pay,Facebook,New Customer,Saturday,14:00
Anthony Hahn,jessicahines@example.com,Real Estate,2025-05-09,2025-05,Alexanderport,Ontario,Canada,357.45,Cash,Facebook,Returning Customer,Tuesday,13:30
Robert Reese,ehardy@example.com,Event,2025-05-08,2025-05,New Derrick,Alberta,Canada,1029.24,PayPal,Facebook,Returning Customer,Saturday,15:00
Deborah Sanders,carlos33@example.org,Wedding,2025-05-10,2025-05,East Arianaland,Illinois,United States,2191.93,Credit Card,Referral,New Customer,Saturday,11:00
Emily Espinoza,jamesmoon@example.com,Event,2025-05-08,2025-05,Hallberg,Tennessee,United States,554.23,Cash,Referral,New Customer,Saturday,19:00
Daniel Ferrell,erikamiller@example.org,Event,2025-05-10,2025-05,South Amyland,Tennessee,United States,1148.32,Credit Card,Facebook,New Customer,Saturday,19:00
Jose Caldwell,taylorpayne@example.com,Wedding,2025-05-05,2025-05,South Danielchester,Quebec,Canada,1599.08,Cash,Referral,Returning Customer,Friday,17:00
Steven Gardner,joseph02@example.net,Portrait,2025-05-08,2025-05,Martinezborough,Saskatchewan,Canada,327.29,Bank Transfer,Direct Visit,Business Client,Tuesday,16:30
Andrew Roth,dhill@example.org,Wedding,2025-05-06,2025-05,Brandonfurt,British Columbia,Canada,2803.76,PayPal,Google Search,Business Client,Saturday,11:00
Jennifer Ferguson,rebeccafigueroa@example.com,Wedding,2025-05-11,2025-05,Harrisview,Ontario,Canada,2405.88,Credit Card,Email Campaign,New Customer,Sunday,14:00
Margaret Humphrey,curtislee@example.net,Portrait,2025-05-08,2025-05,East Charles,Ohio,United States,303.72,PayPal,Facebook,Returning Customer,Monday,18:30
Ronald Mueller,bhall@example.org,Product,2025-05-07,2025-05,Jacksonside,Arizona,United States,646.43,Credit Card,Referral,Occasional Buyer,Thursday,14:00
Michael Flores,morganashley@example.com,Event,2025-05-11,2025-05,North Melanie,British Columbia,Canada,561.17,Credit Card,Referral,Returning Customer,Sunday,12:00
Mallory Powell,chavezisabel@example.com,Stock Photo License,2025-05-11,2025-05,South Kristenshire,New Jersey,United States,28.14,Apple Pay,Instagram,New Customer,Thursday,15:00
Rhonda Dalton,diazaaron@example.net,Portrait,2025-05-05,2025-05,Youngfurt,British Columbia,Canada,313.01,Credit Card,Direct Visit,New Customer,Tuesday,16:30
Danny Bailey,christopherlong@example.net,Wedding,2025-05-07,2025-05,North Donna,North Carolina,United States,2732.26,Apple Pay,Direct Visit,Occasional Buyer,Saturday,11:00
Jillian Garcia,richard21@example.net,Wedding,2025-05-10,2025-05,Alexismouth,Tennessee,United States,2802.82,Apple Pay,Instagram,Returning Customer,Friday,17:00
Keith Novak,grantamanda@example.net,Event,2025-05-11,2025-05,North Tina,Quebec,Canada,1001.71,Apple Pay,Email Campaign,New Customer,Sunday,19:00
Joshua Smith,davidsellers@example.com,Event,2025-05-10,2025-05,Joeside,Illinois,United States,371.71,Bank Transfer,Instagram,Returning Customer,Sunday,12:00
Kimberly Proctor,william42@example.com,Event,2025-05-11,2025-05,New Heatherbury,Virginia,United States,674.02,Credit Card,Facebook,New Customer,Friday,19:00
Andrea Miller,shannon88@example.com,Portrait,2025-05-05,2025-05,Meghanhaven,Georgia,United States,287.17,Credit Card,Facebook,Occasional Buyer,Tuesday,10:00
Christopher Woodard,ewest@example.org,Wedding,2025-05-06,2025-05,Lake Dianaland,Tennessee,United States,2176.94,Apple Pay,Facebook,Business Client,Friday,19:00
James Miller,ballelizabeth@example.com,Portrait,2025-05-06,2025-05,North Sarah,Wisconsin,United States,173.01,Credit Card,Google Search,New Customer,Tuesday,16:30
Chris Hanson,twagner@example.org,Portrait,2025-05-10,2025-05,Bishopfort,Ontario,Canada,280.52,Bank Transfer,Referral,Business Client,Tuesday,18:30
Zachary Johnson,erin06@example.net,Portrait,2025-05-10,2025-05,West Zachary,Ohio,United States,351.82,Apple Pay,Email Campaign,New Customer,Thursday,13:00
Anthony Adams,alvaradomindy@example.com,Event,2025-05-11,2025-05,Lake Colleen,Manitoba,Canada,927.62,Cash,Referral,New Customer,Friday,19:00
Laura Johnson,jacksonrachel@example.org,Portrait,2025-05-05,2025-05,Lunamouth,Ontario,Canada,374.99,Bank Transfer,Email Campaign,New Customer,Tuesday,10:00
Timothy Long,wgonzalez@example.net,Event,2025-05-08,2025-05,Melissaview,New York,United States,306.69,Apple Pay,Direct Visit,Returning Customer,Sunday,12:00
Brandi Patel,kristine33@example.net,Wedding,2025-05-09,2025-05,Jacobbury,Wisconsin,United States,1703.66,Credit Card,Email Campaign,New Customer,Sunday,17:00
Michael Murphy,jennifer72@example.com,Portrait,2025-05-08,2025-05,West Richardview,Saskatchewan,Canada,355.54,PayPal,Email Campaign,New Customer,Monday,10:00
Tracy Walker,matthewfranklin@example.net,Portrait,2025-05-08,2025-05,Jacksonshire,Ontario,Canada,188.26,Cash,Facebook,Business Client,Thursday,10:00
Michael Wood,lynntracy@example.com,Portrait,2025-05-08,2025-05,Curtishaven,Indiana,United States,156.54,Apple Pay,Direct Visit,Business Client,Tuesday,10:00
Leonard Avila,mallory30@example.org,Portrait,2025-05-07,2025-05,Herringside,Pennsylvania,United States,173.79,Apple Pay,Instagram,Returning Customer,Wednesday,16:30
Stephanie Holloway,housedaniel@example.com,Wedding,2025-05-08,2025-05,Courtneyville,Manitoba,Canada,1573.62,Bank Transfer,Google Search,Business Client,Friday,11:00
Michele Perkins,laura15@example.org,Real Estate,2025-05-11,2025-05,Martinborough,British Columbia,Canada,120.37,Credit Card,Instagram,New Customer,Thursday,09:30
Brian Carey,danieldaniel@example.com,Product,2025-05-06,2025-05,Parkermouth,Nova Scotia,Canada,552.98,Bank Transfer,Referral,Returning Customer,Thursday,10:00
Tiffany Davis,uwest@example.org,Wedding,2025-05-10,2025-05,Port Robert,Quebec,Canada,2386.28,PayPal,Email Campaign,Occasional Buyer,Friday,11:00
Maria Rodriguez,johnsonmichael@example.com,Event,2025-05-11,2025-05,New Josephberg,Pennsylvania,United States,393.49,Apple Pay,Instagram,Occasional Buyer,Sunday,12:00
Kelly Hoffman,katherinesmith@example.com,Wedding,2025-05-07,2025-05,Gilbertville,Manitoba,Canada,2284.46,PayPal,Google Search,New Customer,Friday,14:00
Selena Bailey,pamelamcconnell@example.net,Event,2025-05-11,2025-05,East Megan,Washington,United States,649.6,Apple Pay,Referral,Occasional Buyer,Saturday,15:00
Lauren Perry,rryan@example.com,Wedding,2025-05-11,2025-05,Butlermouth,Saskatchewan,Canada,1873.55,Apple Pay,Referral,New Customer,Saturday,19:00
George Yang,amber59@example.com,Wedding,2025-05-10,2025-05,East Trevor,Georgia,United States,2386.11,PayPal,Email Campaign,New Customer,Saturday,14:00
Sarah Roberts,kevinmendez@example.org,Stock Photo License,2025-05-10,2025-05,Lauramouth,North Carolina,United States,62.24,Credit Card,Direct Visit,New Customer,Thursday,11:00
Timothy Smith,williamslaurie@example.com,Wedding,2025-05-10,2025-05,Port Heathermouth,Massachusetts,United States,1666.16,PayPal,Instagram,Business Client,Saturday,17:00
Tyler Anderson,lloydmiranda@example.org,Real Estate,2025-05-08,2025-05,New Deborah,Alberta,Canada,534.4,PayPal,Email Campaign,New Customer,Thursday,11:00
Mr. Mark Simmons,evelyncampbell@example.com,Portrait,2025-05-10,2025-05,North Mario,British Columbia,Canada,197.0,Cash,Google Search,New Customer,Tuesday,18:30
Victor Vaughn,rodneynolan@example.com,Portrait,2025-05-10,2025-05,Cruzfort,Quebec,Canada,189.65,Cash,Google Search,Business Client,Monday,18:30
Beverly Singleton,samantharoberts@example.org,Wedding,2025-05-09,2025-05,Dawnberg,British Columbia,Canada,1918.99,Bank Transfer,Email Campaign,New Customer,Saturday,11:00
Rhonda Rodriguez,jamesbrown@example.org,Wedding,2025-05-11,2025-05,Port Lisa,Tennessee,United States,2795.77,PayPal,Referral,Occasional Buyer,Sunday,17:00
