Customer Name,Email,Photo Type,Purchase Date,Month,Price USD,Country,Payment Method,Referral Source,Customer Segment,Shoot Day,Shoot Time
Kevin Walter,oblake@example.net,Portrait,2024-05-19,2024-05,289.41,Canada,Bank Transfer,Referral,New Customer,Wednesday,16:30
Miss Linda Cox DVM,bcopeland@example.com,Product,2024-05-15,2024-05,499.38,United States,Cash,Facebook,New Customer,Friday,14:00
Randy Kirby,rebecca85@example.com,Event,2024-04-28,2024-04,814.18,Canada,Apple Pay,Facebook,New Customer,Thursday,19:00
Howard Smith,fsanchez@example.org,Event,2024-12-08,2024-12,776.63,Canada,Cash,Email Campaign,New Customer,Saturday,15:00
Ashley Norman,kcastro@example.com,Wedding,2024-11-10,2024-11,2377.41,Canada,Credit Card,Facebook,Returning Customer,Saturday,19:00
Mary Williams,garzalaura@example.org,Portrait,2024-11-16,2024-11,208.68,Canada,Apple Pay,Google Search,New Customer,Friday,13:00
Phillip Ward,tochoa@example.net,Wedding,2024-11-04,2024-11,2988.2,United States,Cash,Direct Visit,New Customer,Saturday,14:00
Jessica Murray,bentleylisa@example.net,Real Estate,2024-04-22,2024-04,309.09,Canada,Bank Transfer,Email Campaign,New Customer,Friday,11:00
Terry Robinson,andrewbautista@example.org,Product,2025-01-05,2025-01,776.14,Canada,PayPal,Referral,New Customer,Wednesday,14:00
Allen Bryant,michael55@example.org,Portrait,2024-07-23,2024-07,356.53,United States,Cash,Facebook,New Customer,Thursday,13:00
Erika Lyons,kayla23@example.net,Real Estate,2024-07-18,2024-07,481.47,United States,Cash,Direct Visit,Returning Customer,Tuesday,13:30
Erica Morales,kimberly27@example.org,Stock Photo License,2025-01-15,2025-01,45.51,United States,PayPal,Direct Visit,Returning Customer,Monday,17:00
Natalie Huff,leslietorres@example.net,Stock Photo License,2024-08-08,2024-08,54.98,Canada,Apple Pay,Instagram,New Customer,Thursday,11:00
Marc Fowler,tharris@example.com,Event,2024-05-11,2024-05,915.93,Canada,Apple Pay,Direct Visit,Business Client,Saturday,12:00
Stephanie Fischer,marcusrodriguez@example.net,Product,2024-08-14,2024-08,296.83,United States,PayPal,Referral,Occasional Buyer,Wednesday,14:00
Maria Phillips,raymonddominguez@example.org,Product,2024-07-30,2024-07,393.63,United States,PayPal,Direct Visit,New Customer,Wednesday,10:00
Suzanne Alvarado,dustin58@example.com,Wedding,2024-05-12,2024-05,2404.87,Canada,Apple Pay,Email Campaign,New Customer,Sunday,14:00
Ashley Blanchard,christina15@example.org,Event,2024-08-31,2024-08,598.13,Canada,Credit Card,Google Search,Business Client,Friday,12:00
Joshua Contreras,anthony33@example.org,Event,2024-09-16,2024-09,665.71,United States,Cash,Facebook,Business Client,Sunday,15:00
Robert Thomas,john09@example.com,Portrait,2025-02-22,2025-02,328.95,Canada,Cash,Email Campaign,New Customer,Friday,10:00
Juan Carroll,hlopez@example.net,Real Estate,2025-02-08,2025-02,514.15,Canada,Apple Pay,Email Campaign,Returning Customer,Monday,11:00
Stephanie Hughes,jasmine54@example.com,Portrait,2024-09-01,2024-09,181.01,United States,PayPal,Facebook,New Customer,Tuesday,16:30
Taylor Flores,chase25@example.net,Wedding,2024-08-21,2024-08,2869.46,Canada,Credit Card,Facebook,Returning Customer,Friday,14:00
Betty Pollard,gnichols@example.net,Wedding,2024-07-07,2024-07,2848.79,Canada,Bank Transfer,Facebook,Returning Customer,Saturday,14:00
Michael Bray,stevenandrews@example.org,Wedding,2024-06-30,2024-06,2175.56,United States,PayPal,Instagram,Returning Customer,Saturday,17:00
Kevin Brown,andrewwest@example.net,Wedding,2024-09-23,2024-09,2820.26,Canada,PayPal,Direct Visit,Returning Customer,Saturday,17:00
Sean Hernandez,cameron49@example.com,Portrait,2024-04-29,2024-04,259.97,United States,PayPal,Direct Visit,New Customer,Wednesday,13:00
Michelle Henry,valerielewis@example.com,Portrait,2025-03-20,2025-03,309.19,Canada,PayPal,Direct Visit,New Customer,Monday,13:00
Elizabeth Hall,ithomas@example.net,Portrait,2024-07-30,2024-07,277.15,Canada,Apple Pay,Instagram,Occasional Buyer,Friday,18:30
Tricia Brown,briana19@example.org,Event,2024-11-08,2024-11,828.42,Canada,Cash,Referral,Returning Customer,Saturday,19:00
Morgan Wright,maryjohnson@example.com,Product,2024-10-18,2024-10,489.23,United States,Credit Card,Facebook,New Customer,Thursday,12:00
Brandon Powell,yballard@example.net,Wedding,2024-12-30,2024-12,1725.13,United States,Bank Transfer,Referral,New Customer,Saturday,11:00
Catherine Collins,jasminekoch@example.com,Product,2024-09-28,2024-09,743.78,United States,Bank Transfer,Email Campaign,New Customer,Friday,10:00
Curtis Bell,morgankaren@example.net,Event,2024-05-11,2024-05,1156.83,United States,Credit Card,Referral,Returning Customer,Thursday,15:00
Amy Hawkins,cody08@example.org,Wedding,2024-07-11,2024-07,1884.11,United States,Cash,Instagram,New Customer,Friday,14:00
Alexander Stein,michele23@example.net,Event,2024-04-09,2024-04,796.78,United States,Credit Card,Instagram,Returning Customer,Thursday,19:00
Daniel Reed,carolberry@example.com,Wedding,2024-11-21,2024-11,1841.38,Canada,Credit Card,Direct Visit,Business Client,Saturday,19:00
Cassandra Hernandez,cjohnson@example.net,Wedding,2024-12-22,2024-12,2685.02,United States,Cash,Google Search,New Customer,Saturday,19:00
Barbara Villa,daniel29@example.net,Wedding,2025-02-27,2025-02,2384.06,United States,Apple Pay,Referral,Business Client,Saturday,17:00
Corey Moore,sharon86@example.com,Wedding,2024-06-08,2024-06,2829.78,Canada,Credit Card,Facebook,Business Client,Friday,14:00
Ana Sanchez,johnroth@example.org,Event,2025-03-19,2025-03,743.34,Canada,Apple Pay,Facebook,Occasional Buyer,Friday,15:00
Anthony Haas,qcochran@example.net,Wedding,2025-01-23,2025-01,2800.89,Canada,Cash,Google Search,Occasional Buyer,Saturday,17:00
Sarah Davis,rhonda99@example.net,Product,2025-01-09,2025-01,492.55,Canada,Cash,Instagram,New Customer,Wednesday,14:00
Joshua Harris,derek34@example.net,Real Estate,2024-10-19,2024-10,436.49,Canada,Apple Pay,Instagram,New Customer,Monday,11:00
Bradley Johnson,morristimothy@example.com,Wedding,2024-09-11,2024-09,1847.7,Canada,Apple Pay,Referral,New Customer,Saturday,17:00
Patricia Townsend DDS,lopezchristopher@example.net,Wedding,2024-07-28,2024-07,2414.29,Canada,PayPal,Instagram,Business Client,Saturday,14:00
Carrie Edwards,fergusonbrandon@example.com,Real Estate,2025-01-06,2025-01,526.18,United States,Bank Transfer,Direct Visit,Occasional Buyer,Friday,13:30
Joshua Colon,hrodgers@example.org,Event,2024-08-26,2024-08,1009.87,Canada,Cash,Facebook,New Customer,Saturday,12:00
Amanda Lewis,ododson@example.net,Wedding,2024-10-11,2024-10,2590.06,Canada,Bank Transfer,Referral,Returning Customer,Friday,17:00
Kathleen Duncan,williamspatrick@example.net,Real Estate,2024-08-03,2024-08,102.84,Canada,Bank Transfer,Email Campaign,Business Client,Thursday,09:30
Tanner Keller,tracey63@example.com,Stock Photo License,2024-05-20,2024-05,63.35,United States,PayPal,Email Campaign,Business Client,Monday,17:00
Christopher George,nicole69@example.net,Wedding,2025-03-09,2025-03,2060.21,Canada,Apple Pay,Direct Visit,Business Client,Saturday,19:00
Christine Johns,robert06@example.com,Real Estate,2025-02-18,2025-02,408.78,United States,Credit Card,Instagram,New Customer,Thursday,11:00
Chelsey Maxwell,carol60@example.net,Event,2024-08-24,2024-08,1147.34,Canada,Cash,Instagram,New Customer,Sunday,12:00
Michael Jones,wilsonrachel@example.com,Event,2025-01-13,2025-01,637.52,Canada,Bank Transfer,Direct Visit,New Customer,Thursday,12:00
Carol Singh,smitchell@example.com,Product,2024-05-02,2024-05,266.62,United States,Bank Transfer,Email Campaign,New Customer,Tuesday,14:00
Philip Foster,stephaniepeters@example.com,Wedding,2025-02-15,2025-02,1725.63,United States,Cash,Instagram,New Customer,Saturday,14:00
Amanda Mendoza,perezmarissa@example.org,Portrait,2024-06-20,2024-06,315.17,United States,PayPal,Google Search,Business Client,Friday,16:30
Andrea Graham,samuel27@example.net,Event,2024-05-08,2024-05,965.15,United States,PayPal,Facebook,New Customer,Saturday,15:00
Kathy Villegas,jennywilliams@example.org,Portrait,2025-01-14,2025-01,233.25,United States,PayPal,Google Search,Returning Customer,Wednesday,16:30
Trevor Weeks,steven06@example.com,Portrait,2025-03-21,2025-03,351.52,Canada,Credit Card,Direct Visit,New Customer,Monday,10:00
Arthur White,matthewgriffith@example.org,Wedding,2024-06-03,2024-06,2256.32,Canada,Apple Pay,Facebook,Returning Customer,Friday,19:00
David Rice,douglasbrandt@example.org,Event,2025-02-20,2025-02,808.78,United States,Apple Pay,Google Search,Returning Customer,Thursday,19:00
Joseph Smith,jennifermorris@example.org,Portrait,2024-05-18,2024-05,312.54,Canada,Bank Transfer,Referral,New Customer,Tuesday,10:00
David James,cervanteskayla@example.org,Product,2024-05-30,2024-05,643.36,United States,Apple Pay,Facebook,New Customer,Wednesday,10:00
Amanda Gardner,banksrenee@example.net,Real Estate,2025-02-15,2025-02,469.73,Canada,Apple Pay,Facebook,New Customer,Thursday,09:30
Luis Cole,feliciasalazar@example.com,Real Estate,2024-11-29,2024-11,109.44,Canada,PayPal,Facebook,Business Client,Tuesday,11:00
Karen Roach,xherrera@example.org,Portrait,2025-04-01,2025-04,341.94,United States,Apple Pay,Facebook,Business Client,Friday,18:30
Carrie Coffey,nicole50@example.com,Event,2024-05-30,2024-05,819.17,United States,Bank Transfer,Instagram,New Customer,Friday,12:00
Joe Page,vanessamartinez@example.net,Portrait,2025-01-27,2025-01,386.12,Canada,Credit Card,Facebook,Business Client,Monday,13:00
Jennifer Butler,ywallace@example.com,Product,2024-08-15,2024-08,594.9,United States,Cash,Facebook,New Customer,Tuesday,12:00
James Cummings,johnmarquez@example.net,Product,2024-08-19,2024-08,663.41,Canada,Credit Card,Referral,New Customer,Monday,10:00
Mary Montgomery,wkelley@example.com,Product,2024-06-18,2024-06,712.51,United States,Cash,Referral,New Customer,Tuesday,12:00
James Harrison,xevans@example.net,Wedding,2024-08-23,2024-08,2070.76,United States,Apple Pay,Direct Visit,Business Client,Friday,11:00
George Wu,bgiles@example.org,Wedding,2024-09-05,2024-09,2634.91,Canada,Bank Transfer,Referral,New Customer,Saturday,19:00
Daniel Bradley,joshuareese@example.net,Stock Photo License,2025-03-19,2025-03,64.99,Canada,Apple Pay,Google Search,Occasional Buyer,Wednesday,15:00
Laura Owen,robertmcdonald@example.net,Wedding,2025-01-14,2025-01,2070.04,Canada,Bank Transfer,Facebook,Business Client,Saturday,11:00
Emily Fitzpatrick,lowekristin@example.org,Portrait,2024-05-25,2024-05,361.95,United States,Cash,Referral,New Customer,Wednesday,13:00
Sheila Rivera,edwardsrachel@example.org,Stock Photo License,2024-04-15,2024-04,61.48,United States,PayPal,Instagram,Returning Customer,Wednesday,11:00
Elizabeth Jones,brandy77@example.com,Wedding,2025-01-05,2025-01,1733.64,United States,Apple Pay,Instagram,Business Client,Saturday,11:00
Brian Hoffman,frankwilson@example.net,Event,2024-12-21,2024-12,634.53,Canada,PayPal,Instagram,Occasional Buyer,Sunday,12:00
Lori Graves,hannah31@example.net,Stock Photo License,2024-09-04,2024-09,62.1,United States,PayPal,Google Search,New Customer,Tuesday,15:00
Anne Williams,ekennedy@example.org,Wedding,2025-03-20,2025-03,2437.97,Canada,Credit Card,Google Search,New Customer,Sunday,17:00
Victoria Cox,lrichards@example.com,Product,2025-01-13,2025-01,220.53,United States,Apple Pay,Referral,Business Client,Tuesday,12:00
Theresa Knight,vanessa51@example.org,Event,2025-03-01,2025-03,452.77,Canada,PayPal,Google Search,New Customer,Thursday,12:00
James Hernandez,suzanneflores@example.net,Wedding,2024-05-27,2024-05,2953.1,Canada,PayPal,Direct Visit,Business Client,Saturday,19:00
Heather Terrell,lsmith@example.com,Wedding,2025-01-23,2025-01,2214.37,United States,Bank Transfer,Email Campaign,Returning Customer,Friday,17:00
David Palmer,burnsrebecca@example.org,Stock Photo License,2025-04-05,2025-04,58.42,Canada,Apple Pay,Instagram,New Customer,Monday,15:00
Deborah Ferrell,billy71@example.com,Portrait,2024-12-01,2024-12,351.36,United States,Credit Card,Email Campaign,New Customer,Tuesday,13:00
William Weber,turnerjames@example.com,Product,2024-10-26,2024-10,263.14,United States,Bank Transfer,Facebook,Business Client,Tuesday,12:00
Michael Terry,michael86@example.com,Portrait,2024-08-25,2024-08,297.7,United States,Bank Transfer,Referral,New Customer,Friday,16:30
Gregory Green,tracyadams@example.com,Wedding,2024-12-22,2024-12,2604.62,United States,PayPal,Instagram,New Customer,Friday,19:00
Melvin Flores,johnsondavid@example.org,Event,2025-03-10,2025-03,1051.84,Canada,Bank Transfer,Google Search,Returning Customer,Friday,12:00
Austin Armstrong,kimberlyshields@example.org,Portrait,2024-07-05,2024-07,235.98,Canada,PayPal,Referral,Returning Customer,Friday,18:30
Glenda Stout,mooreconnie@example.com,Portrait,2024-12-28,2024-12,179.45,Canada,PayPal,Facebook,New Customer,Wednesday,16:30
Maurice Salazar,padillajames@example.net,Product,2024-11-24,2024-11,663.2,United States,Bank Transfer,Direct Visit,New Customer,Thursday,14:00
Nathan Davis,omoody@example.org,Real Estate,2025-03-13,2025-03,313.26,United States,Credit Card,Instagram,Occasional Buyer,Monday,13:30
Frank Moreno,troth@example.com,Real Estate,2024-04-26,2024-04,160.14,Canada,Bank Transfer,Referral,New Customer,Wednesday,09:30
Dwayne Lowe,ramoswilliam@example.org,Stock Photo License,2024-11-15,2024-11,29.15,Canada,Apple Pay,Instagram,New Customer,Friday,11:00
Charles Weaver,hollywarner@example.org,Event,2024-06-11,2024-06,998.32,Canada,Apple Pay,Direct Visit,Business Client,Friday,19:00
Nicole Perez,lreid@example.com,Portrait,2024-06-15,2024-06,282.64,United States,Apple Pay,Instagram,New Customer,Monday,16:30
Donna Simmons,jill80@example.net,Wedding,2024-11-14,2024-11,1748.45,United States,Apple Pay,Direct Visit,New Customer,Saturday,14:00
Diana Martin,brownmax@example.net,Wedding,2025-02-27,2025-02,1573.37,Canada,Cash,Direct Visit,Occasional Buyer,Sunday,19:00
Jessica Craig,vsmith@example.net,Product,2024-04-30,2024-04,480.8,Canada,Credit Card,Google Search,New Customer,Tuesday,14:00
Sydney Ward,carrolljessica@example.com,Portrait,2024-05-10,2024-05,227.9,United States,Cash,Instagram,New Customer,Friday,10:00
Karen Porter,vedwards@example.org,Real Estate,2024-09-19,2024-09,482.3,United States,Cash,Referral,Returning Customer,Tuesday,11:00
Michael Ortiz,ynguyen@example.com,Wedding,2024-06-30,2024-06,2025.61,United States,Cash,Google Search,Business Client,Saturday,17:00
Jodi Thomas,bbarnes@example.org,Portrait,2024-09-24,2024-09,318.08,United States,Bank Transfer,Facebook,New Customer,Tuesday,18:30
Seth Hernandez,alexis22@example.net,Wedding,2025-01-21,2025-01,1966.74,United States,Cash,Facebook,Business Client,Saturday,19:00
Alan Kennedy,matthew07@example.com,Portrait,2025-03-20,2025-03,302.51,Canada,Bank Transfer,Google Search,New Customer,Tuesday,10:00
Sarah Ramirez,tommycummings@example.com,Product,2024-06-04,2024-06,267.7,United States,Cash,Facebook,New Customer,Thursday,12:00
Katherine Wade,suzanne15@example.net,Wedding,2024-09-14,2024-09,2996.41,United States,Cash,Email Campaign,Occasional Buyer,Saturday,17:00
David Harding,robertsmith@example.com,Portrait,2024-09-29,2024-09,309.51,Canada,Apple Pay,Facebook,New Customer,Wednesday,16:30
Eric Montgomery,georgealyssa@example.com,Real Estate,2024-11-25,2024-11,591.54,United States,Cash,Instagram,Returning Customer,Monday,09:30
Sharon Wood,cbrown@example.com,Wedding,2024-12-29,2024-12,2150.65,Canada,Apple Pay,Direct Visit,Business Client,Saturday,19:00
Gabriel Hall,cynthia74@example.net,Event,2024-09-07,2024-09,337.89,United States,Apple Pay,Google Search,New Customer,Thursday,19:00
Melissa Winters,kimberly93@example.net,Real Estate,2024-08-10,2024-08,280.35,Canada,Credit Card,Facebook,Returning Customer,Friday,11:00
Robert Burns,uzamora@example.net,Portrait,2024-11-10,2024-11,265.19,Canada,Cash,Email Campaign,Occasional Buyer,Friday,10:00
Charles Morris,uford@example.com,Wedding,2025-02-24,2025-02,1771.11,United States,Bank Transfer,Referral,Business Client,Saturday,17:00
Corey Carrillo,michaelstrickland@example.com,Event,2024-05-02,2024-05,1064.49,Canada,Bank Transfer,Instagram,New Customer,Saturday,15:00
Erin Summers,yhoffman@example.com,Real Estate,2024-07-07,2024-07,262.26,United States,Apple Pay,Direct Visit,Returning Customer,Wednesday,09:30
Mr. Stephen Gonzalez,susanharper@example.org,Event,2025-03-24,2025-03,977.99,United States,Bank Transfer,Facebook,Returning Customer,Friday,15:00
Stephen Mills,john66@example.net,Event,2024-07-25,2024-07,1052.61,Canada,Credit Card,Email Campaign,New Customer,Friday,15:00
Dean Thomas,johnsondawn@example.com,Portrait,2025-02-01,2025-02,305.45,United States,Bank Transfer,Email Campaign,New Customer,Tuesday,18:30
Theodore Hernandez,mpeters@example.com,Wedding,2024-05-06,2024-05,2156.65,United States,Bank Transfer,Google Search,New Customer,Saturday,14:00
Donald Hill,lmitchell@example.org,Portrait,2025-01-10,2025-01,377.21,United States,Cash,Direct Visit,Returning Customer,Friday,16:30
Anthony Nguyen,uwood@example.net,Wedding,2024-08-04,2024-08,1635.81,Canada,PayPal,Email Campaign,New Customer,Saturday,19:00
Jeffrey Nguyen,markhuff@example.org,Portrait,2024-08-23,2024-08,183.26,Canada,Apple Pay,Direct Visit,Occasional Buyer,Thursday,10:00
Peter Williams,sharpjennifer@example.com,Wedding,2024-11-29,2024-11,1837.24,United States,Bank Transfer,Google Search,New Customer,Friday,14:00
Christian Mills,christopherward@example.com,Real Estate,2024-05-01,2024-05,591.63,Canada,PayPal,Instagram,New Customer,Tuesday,09:30
Paul Vasquez,warrendarlene@example.com,Wedding,2024-08-09,2024-08,1531.16,Canada,Apple Pay,Direct Visit,Occasional Buyer,Saturday,19:00
Ann Clark,dariuspruitt@example.com,Wedding,2024-12-18,2024-12,1779.09,Canada,Bank Transfer,Email Campaign,Business Client,Saturday,19:00
Michael Johnson,timothywilliams@example.org,Portrait,2024-06-30,2024-06,350.43,Canada,PayPal,Facebook,Returning Customer,Thursday,16:30
Brenda Flores,qavila@example.com,Wedding,2025-03-21,2025-03,2539.8,United States,Credit Card,Direct Visit,Business Client,Saturday,14:00
Katherine Caldwell,cpierce@example.org,Portrait,2024-04-15,2024-04,176.2,Canada,Apple Pay,Instagram,New Customer,Friday,13:00
Kevin Smith,perkinsmicheal@example.org,Portrait,2024-11-09,2024-11,163.3,Canada,Apple Pay,Referral,New Customer,Friday,18:30
Adam Burton,joseph58@example.com,Stock Photo License,2024-08-31,2024-08,26.11,United States,Bank Transfer,Referral,Business Client,Thursday,17:00
Lawrence Cook,rachael61@example.net,Wedding,2024-06-05,2024-06,2523.01,Canada,Credit Card,Email Campaign,Returning Customer,Saturday,17:00
Larry Curtis,hharris@example.org,Portrait,2024-07-21,2024-07,341.09,United States,Cash,Facebook,Returning Customer,Tuesday,18:30
Timothy Harris,marissa39@example.com,Event,2024-08-27,2024-08,597.48,Canada,Credit Card,Direct Visit,New Customer,Sunday,12:00
Mark Knight,jay04@example.org,Real Estate,2024-08-18,2024-08,393.72,United States,Apple Pay,Referral,Business Client,Monday,13:30
Geoffrey Porter,dcortez@example.com,Event,2024-06-26,2024-06,523.92,United States,Cash,Email Campaign,New Customer,Friday,12:00
John Hoffman,laura31@example.net,Wedding,2024-11-14,2024-11,2919.22,Canada,Cash,Email Campaign,New Customer,Saturday,19:00
Andre Williams,arroyosarah@example.com,Real Estate,2024-05-17,2024-05,191.49,United States,Cash,Facebook,New Customer,Wednesday,11:00
Tonya Davis,jason36@example.net,Wedding,2024-09-17,2024-09,2102.14,Canada,Cash,Google Search,Returning Customer,Saturday,11:00
Jason Johnson,roachkevin@example.com,Wedding,2025-02-22,2025-02,2409.24,Canada,Credit Card,Instagram,New Customer,Sunday,11:00
Victoria Rocha,calhounjulie@example.net,Stock Photo License,2024-09-22,2024-09,25.63,Canada,Credit Card,Direct Visit,Returning Customer,Wednesday,15:00
Tara Thompson,millerjimmy@example.net,Product,2025-01-23,2025-01,773.43,Canada,PayPal,Direct Visit,New Customer,Tuesday,14:00
Alexander Hart,simoneric@example.org,Wedding,2024-12-18,2024-12,2808.15,United States,Cash,Email Campaign,Business Client,Sunday,17:00
Andrew Reynolds,agutierrez@example.net,Real Estate,2024-08-31,2024-08,353.66,United States,Apple Pay,Google Search,Business Client,Thursday,09:30
Tina Walter,jennifer34@example.org,Wedding,2025-03-02,2025-03,1937.15,United States,Credit Card,Referral,New Customer,Saturday,14:00
Chelsea Norris,forbesbradley@example.net,Wedding,2024-12-09,2024-12,2419.79,Canada,Cash,Google Search,Returning Customer,Saturday,19:00
Tristan Freeman,jennifernewton@example.com,Wedding,2025-02-07,2025-02,1869.33,United States,Cash,Google Search,New Customer,Saturday,19:00
Joy Kennedy,nathanielwinters@example.net,Product,2024-08-19,2024-08,752.67,United States,Bank Transfer,Direct Visit,Returning Customer,Friday,10:00
Nicholas Reed,bettywatson@example.com,Event,2024-10-26,2024-10,769.51,Canada,PayPal,Referral,Business Client,Friday,15:00
Michael Preston,bward@example.org,Wedding,2025-01-13,2025-01,2439.51,United States,Cash,Google Search,New Customer,Saturday,19:00
Faith Howard,ihayes@example.net,Wedding,2024-11-14,2024-11,2226.16,Canada,Credit Card,Direct Visit,Business Client,Saturday,19:00
Jonathan Heath,carolfernandez@example.net,Wedding,2024-06-07,2024-06,1633.78,Canada,Credit Card,Direct Visit,New Customer,Friday,14:00
Brenda Velasquez,makaylasanders@example.com,Stock Photo License,2024-06-05,2024-06,44.25,United States,Cash,Email Campaign,Returning Customer,Wednesday,17:00
Kimberly Stone DDS,sarah23@example.net,Real Estate,2025-02-24,2025-02,354.37,United States,Cash,Instagram,Business Client,Monday,09:30
Bruce Dennis,amy68@example.net,Event,2024-12-23,2024-12,365.67,United States,Apple Pay,Email Campaign,Returning Customer,Friday,15:00
Gregory Russell,perezdawn@example.org,Wedding,2025-02-01,2025-02,2072.23,Canada,Credit Card,Instagram,Returning Customer,Sunday,11:00
Chelsea Smith,simpsonruth@example.net,Product,2025-02-07,2025-02,398.45,United States,Bank Transfer,Referral,New Customer,Tuesday,12:00
Jared Bryan,lynnjames@example.org,Wedding,2025-03-21,2025-03,1869.26,Canada,PayPal,Email Campaign,Business Client,Saturday,19:00
Cody Parsons,jonesshaun@example.org,Wedding,2024-04-19,2024-04,2535.42,Canada,Bank Transfer,Instagram,Business Client,Saturday,19:00
Jamie Wolfe,matthew53@example.com,Portrait,2024-09-09,2024-09,300.03,Canada,PayPal,Email Campaign,Returning Customer,Thursday,10:00
Karen Mendez,sheltontiffany@example.com,Wedding,2024-09-11,2024-09,1671.57,United States,PayPal,Direct Visit,New Customer,Saturday,19:00
Michael Callahan,xmullins@example.org,Product,2024-08-02,2024-08,353.9,Canada,Bank Transfer,Direct Visit,New Customer,Thursday,12:00
Shirley Avery,yvang@example.org,Real Estate,2024-09-09,2024-09,297.45,Canada,PayPal,Instagram,Returning Customer,Tuesday,09:30
Angie King,millerjennifer@example.net,Wedding,2025-03-26,2025-03,2218.23,Canada,PayPal,Google Search,Business Client,Saturday,11:00
James Rogers,tjohnson@example.net,Real Estate,2024-11-25,2024-11,220.88,Canada,PayPal,Referral,Returning Customer,Friday,11:00
Claire Jenkins,suttonbrittney@example.net,Wedding,2025-01-17,2025-01,2900.42,United States,Bank Transfer,Google Search,Returning Customer,Friday,14:00
Jill Shaw,khill@example.com,Product,2025-01-18,2025-01,404.81,Canada,Cash,Instagram,Occasional Buyer,Wednesday,10:00
Misty King,wolfetravis@example.com,Wedding,2025-01-26,2025-01,2070.05,United States,PayPal,Email Campaign,New Customer,Sunday,11:00
Dylan Rivera,mcdanieltanya@example.org,Event,2024-07-24,2024-07,694.98,United States,Apple Pay,Direct Visit,New Customer,Sunday,12:00
Mr. Reginald Roman,kelseywilliams@example.org,Wedding,2024-06-19,2024-06,2320.69,United States,Cash,Direct Visit,Returning Customer,Saturday,11:00
Lauren Snyder,hstokes@example.org,Event,2024-06-28,2024-06,452.92,United States,PayPal,Google Search,Returning Customer,Saturday,15:00
William Jacobs,kimmichael@example.net,Wedding,2024-06-07,2024-06,1505.13,United States,PayPal,Email Campaign,New Customer,Saturday,19:00
Stephanie Richardson,barnesarthur@example.com,Portrait,2024-09-12,2024-09,154.95,Canada,Apple Pay,Referral,New Customer,Thursday,18:30
Austin Baker,thomas83@example.org,Event,2024-10-28,2024-10,914.59,Canada,Cash,Instagram,New Customer,Saturday,15:00
Kelly Ortega,ikeller@example.com,Product,2024-05-22,2024-05,334.3,United States,Cash,Facebook,Business Client,Wednesday,14:00
Wesley Douglas,cwilson@example.org,Portrait,2024-10-28,2024-10,155.23,United States,Cash,Referral,Business Client,Wednesday,13:00
Paul Myers,brian01@example.net,Portrait,2024-06-21,2024-06,206.75,Canada,PayPal,Referral,New Customer,Thursday,13:00
Alexa Beard,luissanchez@example.com,Portrait,2024-12-07,2024-12,333.36,Canada,Bank Transfer,Facebook,New Customer,Thursday,18:30
John Mendoza,thompsonangela@example.net,Portrait,2025-01-26,2025-01,330.83,United States,PayPal,Direct Visit,New Customer,Tuesday,13:00
Brianna Martinez,michellejones@example.net,Product,2024-10-23,2024-10,595.6,Canada,Apple Pay,Referral,New Customer,Friday,12:00
Christopher Sims,xfranco@example.org,Wedding,2025-04-05,2025-04,2089.24,Canada,Apple Pay,Referral,New Customer,Saturday,19:00
Paul Williams,kimberly03@example.net,Wedding,2025-02-05,2025-02,2327.54,Canada,PayPal,Referral,New Customer,Saturday,19:00
Jerry Huff,kaitlynanderson@example.net,Wedding,2024-12-29,2024-12,2351.09,Canada,Apple Pay,Instagram,New Customer,Saturday,14:00
Jennifer Wiggins,johnboyd@example.com,Wedding,2025-03-21,2025-03,1868.55,Canada,Apple Pay,Direct Visit,Returning Customer,Friday,19:00
Andre Jones,bushkimberly@example.net,Event,2025-01-15,2025-01,331.77,United States,Credit Card,Google Search,Occasional Buyer,Thursday,12:00
Douglas Santos,kevin89@example.com,Product,2024-04-22,2024-04,398.91,Canada,PayPal,Email Campaign,New Customer,Monday,12:00
Julie Freeman,taylordavis@example.com,Wedding,2025-03-10,2025-03,2761.02,Canada,Cash,Facebook,Business Client,Saturday,17:00
Lisa Brown,sarah49@example.net,Wedding,2025-03-30,2025-03,1652.25,United States,Cash,Google Search,Returning Customer,Saturday,14:00
Erika Allen,michaeltorres@example.com,Event,2024-06-30,2024-06,442.45,Canada,PayPal,Google Search,Returning Customer,Sunday,19:00
Dennis Coleman,kaylazamora@example.org,Wedding,2024-10-14,2024-10,2167.36,Canada,Cash,Referral,New Customer,Friday,14:00
Cheryl Parks,james79@example.net,Real Estate,2025-01-26,2025-01,393.09,United States,Cash,Google Search,Occasional Buyer,Wednesday,11:00
Sherri Little,carlyschultz@example.com,Product,2024-06-10,2024-06,540.07,Canada,Credit Card,Instagram,New Customer,Wednesday,10:00
Kathleen Sanchez,klove@example.com,Wedding,2024-06-14,2024-06,2090.42,Canada,Bank Transfer,Email Campaign,Business Client,Saturday,14:00
Larry King,zli@example.org,Real Estate,2024-10-21,2024-10,277.36,Canada,PayPal,Facebook,Business Client,Thursday,09:30
Dawn Simpson,william63@example.com,Wedding,2024-05-02,2024-05,1920.37,Canada,Bank Transfer,Instagram,New Customer,Saturday,11:00
William Larson,ukim@example.org,Wedding,2024-04-26,2024-04,1959.95,Canada,Credit Card,Facebook,Business Client,Saturday,19:00
Philip Gamble,boonejoshua@example.net,Real Estate,2024-05-29,2024-05,329.04,United States,PayPal,Direct Visit,New Customer,Monday,11:00
