Customer Name,Email,Photo Type,Purchase Date,Month,City,Region,Country,Price USD,Payment Method,Referral Source,Customer Segment,Shoot Day,Shoot Time
Christine Johns,robert06@example.com,Wedding,2025-02-18,2025-02,Dallas,Texas,United States,1889.73,Cash,Referral,Returning Customer,Sunday,17:00
Chelsey Maxwell,carol60@example.net,Portrait,2024-08-24,2024-08,Boston,Massachusetts,United States,362.86,Bank Transfer,Google Search,Returning Customer,Monday,18:30
Michael Jones,wilsonrachel@example.com,Event,2025-01-13,2025-01,Winnipeg,Manitoba,Canada,304.48,Bank Transfer,Google Search,New Customer,Sunday,15:00
Carol Singh,smitchell@example.com,Wedding,2024-05-02,2024-05,Springfield,Illinois,United States,1960.23,PayPal,Email Campaign,New Customer,Friday,17:00
Philip Foster,stephaniepeters@example.com,Portrait,2025-02-15,2025-02,Halifax,Nova Scotia,Canada,270.5,Apple Pay,Referral,New Customer,Tuesday,16:30
Amanda Mendoza,perezmarissa@example.org,Real Estate,2024-06-20,2024-06,Kansas City,Missouri,United States,332.49,Credit Card,Facebook,New Customer,Monday,11:00
Andrea Graham,samuel27@example.net,Event,2024-05-08,2024-05,Chicago,Illinois,United States,575.33,Cash,Email Campaign,New Customer,Sunday,19:00
Kathy Villegas,jennywilliams@example.org,Stock Photo License,2025-01-14,2025-01,Boston,Massachusetts,United States,73.56,Apple Pay,Google Search,New Customer,Friday,15:00
Trevor Weeks,steven06@example.com,Wedding,2025-03-21,2025-03,Winnipeg,Manitoba,Canada,1418.51,Cash,Google Search,Occasional Buyer,Saturday,19:00
Arthur White,matthewgriffith@example.org,Product,2024-06-03,2024-06,New York City,New York,United States,703.28,PayPal,Facebook,Returning Customer,Thursday,12:00
David Rice,douglasbrandt@example.org,Wedding,2025-02-20,2025-02,Albany,New York,United States,2765.81,Bank Transfer,Referral,Occasional Buyer,Saturday,17:00
Joseph Smith,jennifermorris@example.org,Wedding,2024-05-18,2024-05,Chicago,Illinois,United States,1905.55,Bank Transfer,Google Search,New Customer,Sunday,19:00
David James,cervanteskayla@example.org,Wedding,2024-05-30,2024-05,Kansas City,Missouri,United States,2123.12,Apple Pay,Facebook,Occasional Buyer,Saturday,14:00
Amanda Gardner,banksrenee@example.net,Event,2025-02-15,2025-02,San Diego,California,United States,1208.62,Apple Pay,Facebook,Business Client,Saturday,15:00
Luis Cole,feliciasalazar@example.com,Event,2024-11-29,2024-11,Boise,Idaho,United States,562.88,Bank Transfer,Email Campaign,Returning Customer,Friday,19:00
Karen Roach,xherrera@example.org,Wedding,2025-04-01,2025-04,Montreal,Quebec,Canada,2612.5,Cash,Google Search,New Customer,Saturday,17:00
Carrie Coffey,nicole50@example.com,Real Estate,2024-05-30,2024-05,Springfield,Illinois,United States,598.55,Credit Card,Facebook,Business Client,Thursday,13:30
Joe Page,vanessamartinez@example.net,Event,2025-01-27,2025-01,Little Rock,Arkansas,United States,872.07,Credit Card,Direct Visit,New Customer,Friday,15:00
Jennifer Butler,ywallace@example.com,Portrait,2024-08-15,2024-08,St. Louis,Missouri,United States,173.56,Cash,Google Search,New Customer,Wednesday,16:30
James Cummings,johnmarquez@example.net,Wedding,2024-08-19,2024-08,Little Rock,Arkansas,United States,1374.24,Credit Card,Google Search,New Customer,Saturday,11:00
Mary Montgomery,wkelley@example.com,Event,2024-06-18,2024-06,Cambridge,Massachusetts,United States,1057.91,Apple Pay,Referral,Business Client,Thursday,15:00
James Harrison,xevans@example.net,Portrait,2024-08-23,2024-08,Idaho Falls,Idaho,United States,148.3,Bank Transfer,Direct Visit,Business Client,Tuesday,10:00
George Wu,bgiles@example.org,Portrait,2024-09-05,2024-09,Idaho Falls,Idaho,United States,271.33,Cash,Referral,Occasional Buyer,Wednesday,13:00
Daniel Bradley,joshuareese@example.net,Wedding,2025-03-19,2025-03,Kansas City,Missouri,United States,1348.69,Bank Transfer,Google Search,Occasional Buyer,Saturday,14:00
Laura Owen,robertmcdonald@example.net,Real Estate,2025-01-14,2025-01,St. Louis,Missouri,United States,345.14,PayPal,Google Search,Returning Customer,Monday,11:00
Emily Fitzpatrick,lowekristin@example.org,Portrait,2024-05-25,2024-05,Calgary,Alberta,Canada,227.44,Cash,Referral,Business Client,Friday,13:00
Sheila Rivera,edwardsrachel@example.org,Event,2024-04-15,2024-04,Edmonton,Alberta,Canada,954.46,Credit Card,Email Campaign,New Customer,Sunday,15:00
Elizabeth Jones,brandy77@example.com,Event,2025-01-05,2025-01,Vancouver,British Columbia,Canada,1347.31,Cash,Facebook,Returning Customer,Friday,15:00
Brian Hoffman,frankwilson@example.net,Wedding,2024-12-21,2024-12,San Diego,California,United States,3329.64,PayPal,Email Campaign,New Customer,Saturday,19:00
Lori Graves,hannah31@example.net,Wedding,2024-09-04,2024-09,Chicago,Illinois,United States,2259.87,Cash,Direct Visit,New Customer,Friday,19:00
Anne Williams,ekennedy@example.org,Stock Photo License,2025-03-20,2025-03,Winnipeg,Manitoba,Canada,55.11,Bank Transfer,Email Campaign,Returning Customer,Tuesday,11:00
Victoria Cox,lrichards@example.com,Wedding,2025-01-13,2025-01,Dallas,Texas,United States,1662.31,Bank Transfer,Direct Visit,Business Client,Saturday,14:00
Theresa Knight,vanessa51@example.org,Stock Photo License,2025-03-01,2025-03,Kansas City,Missouri,United States,47.99,Bank Transfer,Email Campaign,New Customer,Wednesday,15:00
James Hernandez,suzanneflores@example.net,Wedding,2024-05-27,2024-05,Kansas City,Missouri,United States,1372.43,Credit Card,Instagram,New Customer,Saturday,17:00
Heather Terrell,lsmith@example.com,Event,2025-01-23,2025-01,Boise,Idaho,United States,365.46,Apple Pay,Google Search,Returning Customer,Friday,19:00
David Palmer,burnsrebecca@example.org,Real Estate,2025-04-05,2025-04,Cambridge,Massachusetts,United States,442.24,Credit Card,Facebook,New Customer,Wednesday,11:00
Deborah Ferrell,billy71@example.com,Wedding,2024-12-01,2024-12,Los Angeles,California,United States,2740.01,Bank Transfer,Google Search,Business Client,Saturday,17:00
William Weber,turnerjames@example.com,Portrait,2024-10-26,2024-10,Seattle,Washington,United States,453.42,Credit Card,Direct Visit,New Customer,Monday,13:00
Michael Terry,michael86@example.com,Product,2024-08-25,2024-08,Edmonton,Alberta,Canada,227.73,Cash,Email Campaign,Returning Customer,Friday,10:00
Gregory Green,tracyadams@example.com,Real Estate,2024-12-22,2024-12,Boise,Idaho,United States,245.32,Credit Card,Referral,New Customer,Friday,11:00
Melvin Flores,johnsondavid@example.org,Portrait,2025-03-10,2025-03,Albany,New York,United States,467.54,Credit Card,Facebook,Returning Customer,Thursday,13:00
Austin Armstrong,kimberlyshields@example.org,Event,2024-07-05,2024-07,Montreal,Quebec,Canada,392.68,PayPal,Google Search,New Customer,Sunday,19:00
Glenda Stout,mooreconnie@example.com,Real Estate,2024-12-28,2024-12,Victoria,British Columbia,Canada,512.6,Apple Pay,Referral,New Customer,Thursday,11:00
Maurice Salazar,padillajames@example.net,Portrait,2024-11-24,2024-11,Little Rock,Arkansas,United States,196.12,Cash,Facebook,Business Client,Tuesday,10:00
Nathan Davis,omoody@example.org,Event,2025-03-13,2025-03,Little Rock,Arkansas,United States,430.54,Credit Card,Email Campaign,Occasional Buyer,Friday,15:00
Frank Moreno,troth@example.com,Event,2024-04-26,2024-04,Los Angeles,California,United States,1156.38,Apple Pay,Google Search,New Customer,Saturday,19:00
Dwayne Lowe,ramoswilliam@example.org,Portrait,2024-11-15,2024-11,Victoria,British Columbia,Canada,183.23,Credit Card,Facebook,Occasional Buyer,Wednesday,13:00
Charles Weaver,hollywarner@example.org,Product,2024-06-11,2024-06,Tampa,Florida,United States,637.18,Cash,Google Search,New Customer,Wednesday,10:00
Nicole Perez,lreid@example.com,Event,2024-06-15,2024-06,Little Rock,Arkansas,United States,645.18,Apple Pay,Google Search,New Customer,Saturday,15:00
Donna Simmons,jill80@example.net,Wedding,2024-11-14,2024-11,Halifax,Nova Scotia,Canada,2541.91,PayPal,Email Campaign,Business Client,Saturday,17:00
Diana Martin,brownmax@example.net,Portrait,2025-02-27,2025-02,San Francisco,California,United States,251.8,Cash,Facebook,New Customer,Wednesday,10:00
Jessica Craig,vsmith@example.net,Real Estate,2024-04-30,2024-04,Little Rock,Arkansas,United States,385.06,PayPal,Email Campaign,New Customer,Monday,09:30
Sydney Ward,carrolljessica@example.com,Product,2024-05-10,2024-05,New York City,New York,United States,416.08,Bank Transfer,Facebook,Returning Customer,Monday,14:00
Karen Porter,vedwards@example.org,Product,2024-09-19,2024-09,Seattle,Washington,United States,483.98,Credit Card,Referral,Occasional Buyer,Friday,12:00
Michael Ortiz,ynguyen@example.com,Wedding,2024-06-30,2024-06,Seattle,Washington,United States,2421.72,Apple Pay,Facebook,New Customer,Saturday,11:00
Jodi Thomas,bbarnes@example.org,Portrait,2024-09-24,2024-09,Boston,Massachusetts,United States,468.95,Apple Pay,Direct Visit,New Customer,Wednesday,13:00
Seth Hernandez,alexis22@example.net,Wedding,2025-01-21,2025-01,Cambridge,Massachusetts,United States,2803.24,Cash,Referral,Business Client,Friday,19:00
Alan Kennedy,matthew07@example.com,Portrait,2025-03-20,2025-03,Los Angeles,California,United States,247.33,PayPal,Google Search,Returning Customer,Wednesday,18:30
Sarah Ramirez,tommycummings@example.com,Wedding,2024-06-04,2024-06,Miami,Florida,United States,1765.57,Cash,Facebook,Occasional Buyer,Saturday,19:00
Katherine Wade,suzanne15@example.net,Wedding,2024-09-14,2024-09,Edmonton,Alberta,Canada,1500.48,Apple Pay,Facebook,Business Client,Saturday,11:00
David Harding,robertsmith@example.com,Real Estate,2024-09-29,2024-09,Winnipeg,Manitoba,Canada,315.09,Credit Card,Facebook,Business Client,Wednesday,11:00
Eric Montgomery,georgealyssa@example.com,Event,2024-11-25,2024-11,San Francisco,California,United States,1276.61,Bank Transfer,Referral,New Customer,Saturday,19:00
Sharon Wood,cbrown@example.com,Portrait,2024-12-29,2024-12,New York City,New York,United States,477.97,Bank Transfer,Referral,New Customer,Thursday,18:30
Gabriel Hall,cynthia74@example.net,Portrait,2024-09-07,2024-09,Kansas City,Missouri,United States,159.34,PayPal,Instagram,New Customer,Friday,18:30
Melissa Winters,kimberly93@example.net,Wedding,2024-08-10,2024-08,Springfield,Illinois,United States,2983.47,Apple Pay,Google Search,Returning Customer,Saturday,14:00
Robert Burns,uzamora@example.net,Event,2024-11-10,2024-11,Cambridge,Massachusetts,United States,372.32,Apple Pay,Email Campaign,Returning Customer,Sunday,15:00
Charles Morris,uford@example.com,Wedding,2025-02-24,2025-02,Winnipeg,Manitoba,Canada,1937.23,Credit Card,Direct Visit,Business Client,Sunday,19:00
Corey Carrillo,michaelstrickland@example.com,Portrait,2024-05-02,2024-05,Spokane,Washington,United States,292.38,Apple Pay,Direct Visit,Business Client,Monday,13:00
Erin Summers,yhoffman@example.com,Portrait,2024-07-07,2024-07,Boston,Massachusetts,United States,356.77,Credit Card,Google Search,Occasional Buyer,Thursday,10:00
Mr. Stephen Gonzalez,susanharper@example.org,Wedding,2025-03-24,2025-03,Calgary,Alberta,Canada,2395.61,Cash,Direct Visit,Occasional Buyer,Saturday,11:00
Stephen Mills,john66@example.net,Wedding,2024-07-25,2024-07,Dallas,Texas,United States,1847.74,Credit Card,Instagram,New Customer,Saturday,14:00
Dean Thomas,johnsondawn@example.com,Wedding,2025-02-01,2025-02,Orlando,Florida,United States,1533.84,Cash,Direct Visit,Occasional Buyer,Saturday,11:00
Theodore Hernandez,mpeters@example.com,Product,2024-05-06,2024-05,Tampa,Florida,United States,439.3,PayPal,Instagram,New Customer,Wednesday,14:00
Donald Hill,lmitchell@example.org,Real Estate,2025-01-10,2025-01,Cambridge,Massachusetts,United States,479.27,Apple Pay,Facebook,New Customer,Monday,09:30
Anthony Nguyen,uwood@example.net,Real Estate,2024-08-04,2024-08,Los Angeles,California,United States,636.89,Apple Pay,Direct Visit,New Customer,Wednesday,11:00
Jeffrey Nguyen,markhuff@example.org,Wedding,2024-08-23,2024-08,St. Louis,Missouri,United States,2501.35,Bank Transfer,Instagram,New Customer,Saturday,11:00
Peter Williams,sharpjennifer@example.com,Portrait,2024-11-29,2024-11,Vancouver,British Columbia,Canada,472.33,PayPal,Facebook,New Customer,Thursday,16:30
Christian Mills,christopherward@example.com,Event,2024-05-01,2024-05,Idaho Falls,Idaho,United States,742.72,Cash,Google Search,Returning Customer,Sunday,19:00
Paul Vasquez,warrendarlene@example.com,Wedding,2024-08-09,2024-08,Little Rock,Arkansas,United States,1592.61,Credit Card,Google Search,Returning Customer,Saturday,19:00
Ann Clark,dariuspruitt@example.com,Stock Photo License,2024-12-18,2024-12,Kansas City,Missouri,United States,60.46,PayPal,Direct Visit,Business Client,Friday,17:00
Michael Johnson,timothywilliams@example.org,Product,2024-06-30,2024-06,Seattle,Washington,United States,613.97,Credit Card,Facebook,Business Client,Tuesday,14:00
Brenda Flores,qavila@example.com,Real Estate,2025-03-21,2025-03,Halifax,Nova Scotia,Canada,158.81,Apple Pay,Referral,New Customer,Monday,11:00
Katherine Caldwell,cpierce@example.org,Wedding,2024-04-15,2024-04,Los Angeles,California,United States,2128.96,Cash,Google Search,New Customer,Saturday,11:00
Kevin Smith,perkinsmicheal@example.org,Portrait,2024-11-09,2024-11,Los Angeles,California,United States,273.66,Credit Card,Instagram,Returning Customer,Monday,13:00
Adam Burton,joseph58@example.com,Event,2024-08-31,2024-08,Los Angeles,California,United States,888.23,Bank Transfer,Google Search,New Customer,Saturday,15:00
Lawrence Cook,rachael61@example.net,Event,2024-06-05,2024-06,Little Rock,Arkansas,United States,787.58,Cash,Referral,New Customer,Thursday,15:00
Larry Curtis,hharris@example.org,Portrait,2024-07-21,2024-07,Los Angeles,California,United States,301.73,Bank Transfer,Facebook,New Customer,Friday,18:30
Timothy Harris,marissa39@example.com,Portrait,2024-08-27,2024-08,Boston,Massachusetts,United States,452.57,Apple Pay,Instagram,New Customer,Wednesday,16:30
Mark Knight,jay04@example.org,Wedding,2024-08-18,2024-08,Kansas City,Missouri,United States,1578.33,Apple Pay,Email Campaign,Returning Customer,Saturday,19:00
Geoffrey Porter,dcortez@example.com,Portrait,2024-06-26,2024-06,Buffalo,New York,United States,473.35,PayPal,Referral,New Customer,Tuesday,13:00
John Hoffman,laura31@example.net,Portrait,2024-11-14,2024-11,Idaho Falls,Idaho,United States,148.69,Credit Card,Facebook,New Customer,Thursday,10:00
Andre Williams,arroyosarah@example.com,Event,2024-05-17,2024-05,Cambridge,Massachusetts,United States,1274.78,PayPal,Google Search,Returning Customer,Sunday,19:00
Tonya Davis,jason36@example.net,Wedding,2024-09-17,2024-09,Little Rock,Arkansas,United States,2356.69,PayPal,Instagram,New Customer,Saturday,17:00
Jason Johnson,roachkevin@example.com,Real Estate,2025-02-22,2025-02,Little Rock,Arkansas,United States,438.32,PayPal,Referral,Returning Customer,Friday,13:30
Victoria Rocha,calhounjulie@example.net,Portrait,2024-09-22,2024-09,Little Rock,Arkansas,United States,332.49,Credit Card,Google Search,New Customer,Wednesday,16:30
Tara Thompson,millerjimmy@example.net,Wedding,2025-01-23,2025-01,Little Rock,Arkansas,United States,2041.96,Bank Transfer,Referral,New Customer,Sunday,19:00
Alexander Hart,simoneric@example.org,Product,2024-12-18,2024-12,Fredericton,New Brunswick,Canada,322.51,Apple Pay,Referral,New Customer,Thursday,10:00
Andrew Reynolds,agutierrez@example.net,Portrait,2024-08-31,2024-08,Little Rock,Arkansas,United States,243.4,Bank Transfer,Email Campaign,Returning Customer,Monday,13:00
Tina Walter,jennifer34@example.org,Event,2025-03-02,2025-03,Fredericton,New Brunswick,Canada,435.26,Cash,Referral,New Customer,Sunday,19:00
Chelsea Norris,forbesbradley@example.net,Event,2024-12-09,2024-12,Calgary,Alberta,Canada,477.8,Apple Pay,Referral,Returning Customer,Saturday,15:00
Tristan Freeman,jennifernewton@example.com,Portrait,2025-02-07,2025-02,Cambridge,Massachusetts,United States,281.27,PayPal,Direct Visit,Business Client,Thursday,16:30
Joy Kennedy,nathanielwinters@example.net,Product,2024-08-19,2024-08,Austin,Texas,United States,228.13,Apple Pay,Email Campaign,New Customer,Tuesday,12:00
Nicholas Reed,bettywatson@example.com,Event,2024-10-26,2024-10,Springfield,Illinois,United States,676.89,Credit Card,Email Campaign,New Customer,Thursday,19:00
Michael Preston,bward@example.org,Portrait,2025-01-13,2025-01,Little Rock,Arkansas,United States,202.79,Cash,Instagram,New Customer,Tuesday,18:30
Faith Howard,ihayes@example.net,Wedding,2024-11-14,2024-11,Boston,Massachusetts,United States,2271.06,PayPal,Referral,Business Client,Saturday,11:00
Jonathan Heath,carolfernandez@example.net,Event,2024-06-07,2024-06,Little Rock,Arkansas,United States,460.35,Bank Transfer,Instagram,New Customer,Thursday,12:00
Brenda Velasquez,makaylasanders@example.com,Wedding,2024-06-05,2024-06,Buffalo,New York,United States,2128.1,Bank Transfer,Referral,Occasional Buyer,Saturday,11:00
Kimberly Stone DDS,sarah23@example.net,Product,2025-02-24,2025-02,Little Rock,Arkansas,United States,493.41,PayPal,Direct Visit,Business Client,Friday,12:00
Bruce Dennis,amy68@example.net,Portrait,2024-12-23,2024-12,Kansas City,Missouri,United States,192.56,Bank Transfer,Direct Visit,New Customer,Tuesday,13:00
Gregory Russell,perezdawn@example.org,Real Estate,2025-02-01,2025-02,Spokane,Washington,United States,169.45,Apple Pay,Google Search,Business Client,Wednesday,09:30
Chelsea Smith,simpsonruth@example.net,Portrait,2025-02-07,2025-02,Austin,Texas,United States,332.15,Bank Transfer,Google Search,New Customer,Tuesday,18:30
Jared Bryan,lynnjames@example.org,Event,2025-03-21,2025-03,Little Rock,Arkansas,United States,792.92,Bank Transfer,Referral,New Customer,Thursday,15:00
Cody Parsons,jonesshaun@example.org,Portrait,2024-04-19,2024-04,Winnipeg,Manitoba,Canada,223.46,Bank Transfer,Facebook,New Customer,Thursday,13:00
Jamie Wolfe,matthew53@example.com,Wedding,2024-09-09,2024-09,Winnipeg,Manitoba,Canada,1591.95,Apple Pay,Instagram,Business Client,Saturday,19:00
Karen Mendez,sheltontiffany@example.com,Stock Photo License,2024-09-11,2024-09,Cambridge,Massachusetts,United States,78.68,PayPal,Direct Visit,New Customer,Wednesday,17:00
Michael Callahan,xmullins@example.org,Event,2024-08-02,2024-08,Winnipeg,Manitoba,Canada,467.04,Apple Pay,Instagram,Business Client,Friday,19:00
Shirley Avery,yvang@example.org,Portrait,2024-09-09,2024-09,Austin,Texas,United States,323.48,PayPal,Instagram,Business Client,Wednesday,18:30
Angie King,millerjennifer@example.net,Wedding,2025-03-26,2025-03,Toronto,Ontario,Canada,3481.66,PayPal,Email Campaign,Business Client,Saturday,17:00
James Rogers,tjohnson@example.net,Stock Photo License,2024-11-25,2024-11,Los Angeles,California,United States,55.39,PayPal,Facebook,Business Client,Monday,11:00
Claire Jenkins,suttonbrittney@example.net,Wedding,2025-01-17,2025-01,Ottawa,Ontario,Canada,3274.08,PayPal,Facebook,New Customer,Saturday,14:00
Jill Shaw,khill@example.com,Wedding,2025-01-18,2025-01,Montreal,Quebec,Canada,2732.25,Cash,Email Campaign,New Customer,Saturday,11:00
Misty King,wolfetravis@example.com,Wedding,2025-01-26,2025-01,Edmonton,Alberta,Canada,2381.64,Bank Transfer,Instagram,New Customer,Sunday,11:00
Dylan Rivera,mcdanieltanya@example.org,Portrait,2024-07-24,2024-07,Springfield,Illinois,United States,167.8,Bank Transfer,Facebook,Business Client,Friday,13:00
Mr. Reginald Roman,kelseywilliams@example.org,Real Estate,2024-06-19,2024-06,Tampa,Florida,United States,117.8,Credit Card,Direct Visit,New Customer,Thursday,13:30
Lauren Snyder,hstokes@example.org,Portrait,2024-06-28,2024-06,St. Louis,Missouri,United States,285.37,Credit Card,Direct Visit,Business Client,Wednesday,16:30
William Jacobs,kimmichael@example.net,Product,2024-06-07,2024-06,Kansas City,Missouri,United States,330.17,Cash,Referral,Business Client,Thursday,10:00
Stephanie Richardson,barnesarthur@example.com,Stock Photo License,2024-09-12,2024-09,Boise,Idaho,United States,38.66,Credit Card,Email Campaign,New Customer,Monday,15:00
Austin Baker,thomas83@example.org,Product,2024-10-28,2024-10,Ottawa,Ontario,Canada,755.6,PayPal,Google Search,Business Client,Tuesday,12:00
Kelly Ortega,ikeller@example.com,Portrait,2024-05-22,2024-05,Boston,Massachusetts,United States,266.75,Apple Pay,Direct Visit,Returning Customer,Monday,16:30
Wesley Douglas,cwilson@example.org,Event,2024-10-28,2024-10,Kansas City,Missouri,United States,607.34,PayPal,Email Campaign,New Customer,Thursday,15:00
Paul Myers,brian01@example.net,Event,2024-06-21,2024-06,Toronto,Ontario,Canada,1000.28,Credit Card,Facebook,Business Client,Thursday,12:00
Alexa Beard,luissanchez@example.com,Event,2024-12-07,2024-12,New York City,New York,United States,1007.89,Apple Pay,Direct Visit,Returning Customer,Sunday,19:00
John Mendoza,thompsonangela@example.net,Wedding,2025-01-26,2025-01,Miami,Florida,United States,2960.72,Cash,Instagram,Returning Customer,Saturday,11:00
Brianna Martinez,michellejones@example.net,Event,2024-10-23,2024-10,Idaho Falls,Idaho,United States,816.4,Bank Transfer,Referral,Occasional Buyer,Thursday,19:00
Christopher Sims,xfranco@example.org,Event,2025-04-05,2025-04,St. Louis,Missouri,United States,547.09,Apple Pay,Instagram,New Customer,Sunday,19:00
Paul Williams,kimberly03@example.net,Portrait,2025-02-05,2025-02,Los Angeles,California,United States,226.82,Credit Card,Email Campaign,Returning Customer,Thursday,13:00
Jerry Huff,kaitlynanderson@example.net,Wedding,2024-12-29,2024-12,Springfield,Illinois,United States,1789.73,Bank Transfer,Google Search,New Customer,Saturday,19:00
Jennifer Wiggins,johnboyd@example.com,Wedding,2025-03-21,2025-03,San Diego,California,United States,3183.56,Credit Card,Email Campaign,New Customer,Saturday,17:00
Andre Jones,bushkimberly@example.net,Portrait,2025-01-15,2025-01,Halifax,Nova Scotia,Canada,316.98,Cash,Facebook,Returning Customer,Wednesday,18:30
Douglas Santos,kevin89@example.com,Portrait,2024-04-22,2024-04,Quebec City,Quebec,Canada,167.09,Cash,Google Search,New Customer,Friday,16:30
Julie Freeman,taylordavis@example.com,Portrait,2025-03-10,2025-03,Boston,Massachusetts,United States,362.29,PayPal,Facebook,New Customer,Wednesday,18:30
Lisa Brown,sarah49@example.net,Product,2025-03-30,2025-03,Halifax,Nova Scotia,Canada,504.47,PayPal,Google Search,Business Client,Tuesday,14:00
Erika Allen,michaeltorres@example.com,Portrait,2024-06-30,2024-06,Idaho Falls,Idaho,United States,288.67,Cash,Email Campaign,New Customer,Tuesday,13:00
Dennis Coleman,kaylazamora@example.org,Wedding,2024-10-14,2024-10,Toronto,Ontario,Canada,2691.23,Apple Pay,Instagram,Business Client,Saturday,11:00
Cheryl Parks,james79@example.net,Event,2025-01-26,2025-01,Springfield,Illinois,United States,311.35,Bank Transfer,Email Campaign,New Customer,Thursday,12:00
Sherri Little,carlyschultz@example.com,Portrait,2024-06-10,2024-06,Fredericton,New Brunswick,Canada,132.55,Bank Transfer,Direct Visit,Occasional Buyer,Monday,16:30
Kathleen Sanchez,klove@example.com,Event,2024-06-14,2024-06,San Diego,California,United States,1351.87,Cash,Referral,Returning Customer,Friday,19:00
Larry King,zli@example.org,Wedding,2024-10-21,2024-10,Idaho Falls,Idaho,United States,1756.32,PayPal,Facebook,New Customer,Saturday,11:00
Dawn Simpson,william63@example.com,Wedding,2024-05-02,2024-05,Los Angeles,California,United States,1943.04,Apple Pay,Facebook,Returning Customer,Saturday,14:00
William Larson,ukim@example.org,Event,2024-04-26,2024-04,San Francisco,California,United States,1130.98,Apple Pay,Direct Visit,Occasional Buyer,Thursday,15:00
Philip Gamble,boonejoshua@example.net,Real Estate,2024-05-29,2024-05,Springfield,Illinois,United States,176.3,PayPal,Facebook,New Customer,Friday,11:00
Brendan Paul,qharris@example.net,Wedding,2024-10-20,2024-10,Boston,Massachusetts,United States,2079.36,Credit Card,Google Search,New Customer,Friday,19:00
William Ball,russell33@example.net,Product,2024-04-29,2024-04,Houston,Texas,United States,372.18,Cash,Referral,Business Client,Wednesday,12:00
Tanya Gomez,edwardspencer@example.com,Portrait,2024-11-14,2024-11,Toronto,Ontario,Canada,377.78,Bank Transfer,Google Search,Occasional Buyer,Friday,10:00
Vincent Reyes,bestchristopher@example.net,Portrait,2025-01-12,2025-01,Vancouver,British Columbia,Canada,303.84,Apple Pay,Google Search,Business Client,Thursday,10:00
Rhonda Martinez,meganwalker@example.com,Portrait,2024-11-18,2024-11,Dallas,Texas,United States,223.48,Apple Pay,Google Search,Returning Customer,Wednesday,18:30
Tabitha Ramirez,allenkyle@example.net,Wedding,2024-11-17,2024-11,Orlando,Florida,United States,1710.8,Apple Pay,Facebook,New Customer,Saturday,17:00
Jill Hall,ortizsean@example.org,Real Estate,2025-02-17,2025-02,Houston,Texas,United States,229.76,Bank Transfer,Direct Visit,Returning Customer,Friday,09:30
Lucas James,jamie76@example.net,Product,2025-01-03,2025-01,New York City,New York,United States,408.98,Bank Transfer,Google Search,New Customer,Monday,12:00
Jordan Hughes,xobrien@example.org,Wedding,2024-08-11,2024-08,Albany,New York,United States,2074.5,Bank Transfer,Google Search,Returning Customer,Saturday,11:00
Melissa Gray,uclark@example.com,Wedding,2024-12-21,2024-12,Little Rock,Arkansas,United States,1383.72,Apple Pay,Direct Visit,Business Client,Saturday,11:00
Earl Hall,ryu@example.net,Real Estate,2024-09-03,2024-09,Albany,New York,United States,489.38,Apple Pay,Instagram,Business Client,Wednesday,11:00
Jodi Mcbride,xarmstrong@example.com,Wedding,2024-07-06,2024-07,Boston,Massachusetts,United States,3543.88,Bank Transfer,Google Search,New Customer,Saturday,11:00
Jeremy Coleman,oscott@example.com,Product,2024-04-15,2024-04,New York City,New York,United States,959.58,Credit Card,Facebook,New Customer,Friday,14:00
Karen Jackson DVM,meghanwerner@example.com,Wedding,2024-08-20,2024-08,Toronto,Ontario,Canada,2945.12,Bank Transfer,Facebook,New Customer,Saturday,11:00
Michael Moore,wrightalicia@example.com,Event,2024-04-25,2024-04,Boston,Massachusetts,United States,656.88,Cash,Google Search,New Customer,Thursday,15:00
Scott Ramirez,jeremycollins@example.net,Wedding,2024-09-20,2024-09,Montreal,Quebec,Canada,1796.9,Cash,Facebook,New Customer,Saturday,17:00
Lisa Armstrong,keithharrison@example.com,Portrait,2024-05-02,2024-05,Dallas,Texas,United States,394.18,Credit Card,Referral,Business Client,Friday,16:30
Robert Gonzalez,jonescraig@example.org,Wedding,2025-03-01,2025-03,Orlando,Florida,United States,2427.36,Credit Card,Direct Visit,Occasional Buyer,Saturday,19:00
Kristen Wood,ericfrederick@example.org,Wedding,2024-10-20,2024-10,Albany,New York,United States,3146.03,Credit Card,Instagram,Business Client,Sunday,17:00
Christopher Nelson,masonpatricia@example.com,Wedding,2025-01-21,2025-01,Chicago,Illinois,United States,2077.96,Cash,Facebook,New Customer,Saturday,19:00
Christopher Anderson,audrey47@example.org,Portrait,2024-05-27,2024-05,Boise,Idaho,United States,324.16,Credit Card,Email Campaign,Business Client,Thursday,13:00
Michelle Martin,jonesnicholas@example.org,Event,2024-09-21,2024-09,Idaho Falls,Idaho,United States,480.92,Bank Transfer,Instagram,New Customer,Thursday,12:00
Katherine Webster,doneal@example.net,Wedding,2024-07-22,2024-07,Chicago,Illinois,United States,2161.22,Cash,Direct Visit,New Customer,Sunday,19:00
Larry Higgins,hwalton@example.com,Portrait,2025-03-19,2025-03,Little Rock,Arkansas,United States,237.31,PayPal,Referral,Business Client,Thursday,10:00
Beth Johnson,greenemichael@example.com,Real Estate,2024-06-08,2024-06,San Francisco,California,United States,122.35,Cash,Instagram,Returning Customer,Monday,11:00
