Customer Name,Email,Photo Type,Purchase Date,Month,City,Region,Country,Price USD,Payment Method,Referral Source,Customer Segment
Kevin Brown,andrewwest@example.net,Event,2024-09-23,2024-09,Cambridge,Massachusetts,United States,1396.48,Bank Transfer,Referral,New Customer
Sean Hernandez,cameron49@example.com,Product,2024-04-29,2024-04,San Diego,California,United States,297.22,Credit Card,Facebook,New Customer
Michelle Henry,valerielewis@example.com,Event,2025-03-20,2025-03,Chicago,Illinois,United States,1061.57,PayPal,Referral,New Customer
Elizabeth Hall,ithomas@example.net,Portrait,2024-07-30,2024-07,Idaho Falls,Idaho,United States,228.58,Apple Pay,Facebook,Returning Customer
Tricia Brown,briana19@example.org,Wedding,2024-11-08,2024-11,Chicago,Illinois,United States,1817.61,PayPal,Direct Visit,New Customer
Morgan Wright,maryjohnson@example.com,Portrait,2024-10-18,2024-10,Kansas City,Missouri,United States,291.12,Cash,Referral,New Customer
Brandon Powell,yballard@example.net,Wedding,2024-12-30,2024-12,St. Louis,Missouri,United States,1410.98,Apple Pay,Direct Visit,Business Client
Catherine Collins,jasminekoch@example.com,Portrait,2024-09-28,2024-09,Buffalo,New York,United States,309.59,Credit Card,Instagram,Business Client
Curtis Bell,morgankaren@example.net,Real Estate,2024-05-11,2024-05,Tampa,Florida,United States,455.75,Apple Pay,Referral,Returning Customer
Amy Hawkins,cody08@example.org,Real Estate,2024-07-11,2024-07,Chicago,Illinois,United States,107.91,Bank Transfer,Referral,New Customer
Alexander Stein,michele23@example.net,Portrait,2024-04-09,2024-04,Little Rock,Arkansas,United States,234.38,Apple Pay,Facebook,New Customer
Daniel Reed,carolberry@example.com,Event,2024-11-21,2024-11,Boston,Massachusetts,United States,551.87,Bank Transfer,Instagram,New Customer
Cassandra Hernandez,cjohnson@example.net,Portrait,2024-12-22,2024-12,Dallas,Texas,United States,170.3,Cash,Email Campaign,Returning Customer
Barbara Villa,daniel29@example.net,Portrait,2025-02-27,2025-02,Little Rock,Arkansas,United States,337.27,Cash,Direct Visit,Returning Customer
Corey Moore,sharon86@example.com,Wedding,2024-06-08,2024-06,Little Rock,Arkansas,United States,1803.19,Credit Card,Instagram,Business Client
Ana Sanchez,johnroth@example.org,Stock Photo License,2025-03-19,2025-03,Springfield,Illinois,United States,54.29,Credit Card,Google Search,Business Client
Anthony Haas,qcochran@example.net,Wedding,2025-01-23,2025-01,Seattle,Washington,United States,2938.61,Credit Card,Google Search,Returning Customer
Sarah Davis,rhonda99@example.net,Event,2025-01-09,2025-01,Spokane,Washington,United States,508.66,PayPal,Direct Visit,Occasional Buyer
Joshua Harris,derek34@example.net,Real Estate,2024-10-19,2024-10,Kansas City,Missouri,United States,324.16,Apple Pay,Referral,Returning Customer
Bradley Johnson,morristimothy@example.com,Real Estate,2024-09-11,2024-09,Seattle,Washington,United States,596.58,Credit Card,Google Search,Returning Customer
Patricia Townsend DDS,lopezchristopher@example.net,Wedding,2024-07-28,2024-07,Los Angeles,California,United States,2259.94,Apple Pay,Referral,Returning Customer
Carrie Edwards,fergusonbrandon@example.com,Portrait,2025-01-06,2025-01,Boston,Massachusetts,United States,276.54,Bank Transfer,Direct Visit,New Customer
Joshua Colon,hrodgers@example.org,Event,2024-08-26,2024-08,Little Rock,Arkansas,United States,559.11,Credit Card,Email Campaign,Returning Customer
Amanda Lewis,ododson@example.net,Portrait,2024-10-11,2024-10,San Diego,California,United States,180.47,Bank Transfer,Email Campaign,Occasional Buyer
Kathleen Duncan,williamspatrick@example.net,Wedding,2024-08-03,2024-08,Seattle,Washington,United States,2986.13,Cash,Email Campaign,Business Client
Tanner Keller,tracey63@example.com,Portrait,2024-05-20,2024-05,Little Rock,Arkansas,United States,277.05,PayPal,Direct Visit,New Customer
Christopher George,nicole69@example.net,Wedding,2025-03-09,2025-03,San Francisco,California,United States,2023.74,Cash,Instagram,Business Client
Christine Johns,robert06@example.com,Wedding,2025-02-18,2025-02,Orlando,Florida,United States,2914.51,Bank Transfer,Instagram,Occasional Buyer
Chelsey Maxwell,carol60@example.net,Portrait,2024-08-24,2024-08,Spokane,Washington,United States,243.8,PayPal,Referral,Business Client
Michael Jones,wilsonrachel@example.com,Portrait,2025-01-13,2025-01,Halifax,Nova Scotia,Canada,171.44,Credit Card,Google Search,New Customer
Carol Singh,smitchell@example.com,Wedding,2024-05-02,2024-05,Seattle,Washington,United States,2646.56,Cash,Google Search,Returning Customer
Philip Foster,stephaniepeters@example.com,Wedding,2025-02-15,2025-02,Austin,Texas,United States,2682.73,Credit Card,Email Campaign,Occasional Buyer
Amanda Mendoza,perezmarissa@example.org,Stock Photo License,2024-06-20,2024-06,Spokane,Washington,United States,53.58,Cash,Direct Visit,Business Client
Andrea Graham,samuel27@example.net,Wedding,2024-05-08,2024-05,Edmonton,Alberta,Canada,2767.03,Credit Card,Referral,New Customer
Kathy Villegas,jennywilliams@example.org,Portrait,2025-01-14,2025-01,Calgary,Alberta,Canada,255.8,PayPal,Email Campaign,New Customer
Trevor Weeks,steven06@example.com,Product,2025-03-21,2025-03,Orlando,Florida,United States,708.54,Apple Pay,Facebook,Business Client
Arthur White,matthewgriffith@example.org,Event,2024-06-03,2024-06,Edmonton,Alberta,Canada,1100.51,Cash,Instagram,New Customer
David Rice,douglasbrandt@example.org,Event,2025-02-20,2025-02,Boise,Idaho,United States,760.81,PayPal,Direct Visit,Returning Customer
Joseph Smith,jennifermorris@example.org,Real Estate,2024-05-18,2024-05,Springfield,Illinois,United States,234.01,Cash,Email Campaign,Returning Customer
David James,cervanteskayla@example.org,Wedding,2024-05-30,2024-05,Victoria,British Columbia,Canada,2896.91,Apple Pay,Instagram,Returning Customer
Amanda Gardner,banksrenee@example.net,Real Estate,2025-02-15,2025-02,Miami,Florida,United States,297.43,Cash,Facebook,New Customer
Luis Cole,feliciasalazar@example.com,Product,2024-11-29,2024-11,Tampa,Florida,United States,222.95,Bank Transfer,Google Search,Returning Customer
Karen Roach,xherrera@example.org,Wedding,2025-04-01,2025-04,Quebec City,Quebec,Canada,1524.76,Cash,Instagram,New Customer
Carrie Coffey,nicole50@example.com,Portrait,2024-05-30,2024-05,New York City,New York,United States,203.17,Bank Transfer,Google Search,New Customer
Joe Page,vanessamartinez@example.net,Real Estate,2025-01-27,2025-01,San Francisco,California,United States,420.85,Credit Card,Instagram,Business Client
Jennifer Butler,ywallace@example.com,Event,2024-08-15,2024-08,Tampa,Florida,United States,973.76,PayPal,Direct Visit,New Customer
James Cummings,johnmarquez@example.net,Real Estate,2024-08-19,2024-08,Montreal,Quebec,Canada,397.85,Apple Pay,Email Campaign,Returning Customer
Mary Montgomery,wkelley@example.com,Portrait,2024-06-18,2024-06,Seattle,Washington,United States,269.46,Apple Pay,Direct Visit,Business Client
James Harrison,xevans@example.net,Event,2024-08-23,2024-08,New York City,New York,United States,1353.53,Cash,Direct Visit,Business Client
George Wu,bgiles@example.org,Event,2024-09-05,2024-09,Edmonton,Alberta,Canada,464.77,Cash,Google Search,New Customer
Daniel Bradley,joshuareese@example.net,Real Estate,2025-03-19,2025-03,Miami,Florida,United States,512.69,PayPal,Instagram,New Customer
Laura Owen,robertmcdonald@example.net,Portrait,2025-01-14,2025-01,Spokane,Washington,United States,226.98,PayPal,Referral,Business Client
Emily Fitzpatrick,lowekristin@example.org,Portrait,2024-05-25,2024-05,Calgary,Alberta,Canada,270.51,PayPal,Email Campaign,Returning Customer
Sheila Rivera,edwardsrachel@example.org,Event,2024-04-15,2024-04,Chicago,Illinois,United States,881.53,Credit Card,Email Campaign,Returning Customer
Elizabeth Jones,brandy77@example.com,Portrait,2025-01-05,2025-01,Fredericton,New Brunswick,Canada,269.12,Bank Transfer,Facebook,Returning Customer
Brian Hoffman,frankwilson@example.net,Portrait,2024-12-21,2024-12,Tampa,Florida,United States,370.73,Apple Pay,Facebook,Returning Customer
Lori Graves,hannah31@example.net,Wedding,2024-09-04,2024-09,Boston,Massachusetts,United States,3000.42,PayPal,Direct Visit,Business Client
Anne Williams,ekennedy@example.org,Real Estate,2025-03-20,2025-03,Little Rock,Arkansas,United States,236.65,PayPal,Direct Visit,Business Client
Victoria Cox,lrichards@example.com,Portrait,2025-01-13,2025-01,Seattle,Washington,United States,448.13,Bank Transfer,Direct Visit,Returning Customer
Theresa Knight,vanessa51@example.org,Portrait,2025-03-01,2025-03,Dallas,Texas,United States,227.45,Cash,Facebook,New Customer
James Hernandez,suzanneflores@example.net,Portrait,2024-05-27,2024-05,St. Louis,Missouri,United States,159.56,Apple Pay,Instagram,New Customer
Heather Terrell,lsmith@example.com,Product,2025-01-23,2025-01,Albany,New York,United States,762.7,Credit Card,Direct Visit,Returning Customer
David Palmer,burnsrebecca@example.org,Portrait,2025-04-05,2025-04,Quebec City,Quebec,Canada,227.62,Bank Transfer,Google Search,Business Client
Deborah Ferrell,billy71@example.com,Wedding,2024-12-01,2024-12,Albany,New York,United States,2753.6,Credit Card,Google Search,Returning Customer
William Weber,turnerjames@example.com,Event,2024-10-26,2024-10,Cambridge,Massachusetts,United States,1228.01,Bank Transfer,Facebook,New Customer
Michael Terry,michael86@example.com,Portrait,2024-08-25,2024-08,Orlando,Florida,United States,342.99,Apple Pay,Referral,New Customer
Gregory Green,tracyadams@example.com,Portrait,2024-12-22,2024-12,Fredericton,New Brunswick,Canada,197.73,PayPal,Instagram,New Customer
Melvin Flores,johnsondavid@example.org,Stock Photo License,2025-03-10,2025-03,Springfield,Illinois,United States,34.93,Cash,Direct Visit,Business Client
Austin Armstrong,kimberlyshields@example.org,Portrait,2024-07-05,2024-07,Boston,Massachusetts,United States,364.84,Credit Card,Facebook,New Customer
Glenda Stout,mooreconnie@example.com,Portrait,2024-12-28,2024-12,Chicago,Illinois,United States,309.7,PayPal,Facebook,Occasional Buyer
Maurice Salazar,padillajames@example.net,Event,2024-11-24,2024-11,Houston,Texas,United States,307.81,Credit Card,Facebook,New Customer
Nathan Davis,omoody@example.org,Product,2025-03-13,2025-03,Ottawa,Ontario,Canada,701.95,Cash,Instagram,Returning Customer
Frank Moreno,troth@example.com,Portrait,2024-04-26,2024-04,Little Rock,Arkansas,United States,335.01,Cash,Referral,New Customer
Dwayne Lowe,ramoswilliam@example.org,Event,2024-11-15,2024-11,St. Louis,Missouri,United States,326.25,Bank Transfer,Referral,Occasional Buyer
Charles Weaver,hollywarner@example.org,Wedding,2024-06-11,2024-06,Cambridge,Massachusetts,United States,2594.2,Apple Pay,Direct Visit,New Customer
Nicole Perez,lreid@example.com,Product,2024-06-15,2024-06,Springfield,Illinois,United States,723.26,Cash,Google Search,New Customer
Donna Simmons,jill80@example.net,Stock Photo License,2024-11-14,2024-11,Halifax,Nova Scotia,Canada,32.47,Apple Pay,Referral,New Customer
Diana Martin,brownmax@example.net,Wedding,2025-02-27,2025-02,Little Rock,Arkansas,United States,1885.59,Cash,Referral,New Customer
Jessica Craig,vsmith@example.net,Wedding,2024-04-30,2024-04,Houston,Texas,United States,2261.38,Apple Pay,Referral,New Customer
Sydney Ward,carrolljessica@example.com,Wedding,2024-05-10,2024-05,Albany,New York,United States,2786.92,Apple Pay,Direct Visit,New Customer
Karen Porter,vedwards@example.org,Wedding,2024-09-19,2024-09,Little Rock,Arkansas,United States,1513.93,Apple Pay,Google Search,Returning Customer
Michael Ortiz,ynguyen@example.com,Event,2024-06-30,2024-06,San Francisco,California,United States,705.26,Bank Transfer,Email Campaign,New Customer
Jodi Thomas,bbarnes@example.org,Wedding,2024-09-24,2024-09,Kansas City,Missouri,United States,1686.21,Apple Pay,Google Search,Returning Customer
Seth Hernandez,alexis22@example.net,Portrait,2025-01-21,2025-01,Dallas,Texas,United States,364.93,Cash,Google Search,Occasional Buyer
Alan Kennedy,matthew07@example.com,Product,2025-03-20,2025-03,Miami,Florida,United States,746.16,Cash,Facebook,New Customer
Sarah Ramirez,tommycummings@example.com,Portrait,2024-06-04,2024-06,Tampa,Florida,United States,386.22,Bank Transfer,Direct Visit,Returning Customer
Katherine Wade,suzanne15@example.net,Portrait,2024-09-14,2024-09,Boston,Massachusetts,United States,399.07,Credit Card,Direct Visit,New Customer
David Harding,robertsmith@example.com,Real Estate,2024-09-29,2024-09,Spokane,Washington,United States,315.13,Cash,Direct Visit,Returning Customer
Eric Montgomery,georgealyssa@example.com,Portrait,2024-11-25,2024-11,Seattle,Washington,United States,461.83,PayPal,Google Search,Returning Customer
Sharon Wood,cbrown@example.com,Event,2024-12-29,2024-12,Tampa,Florida,United States,763.92,PayPal,Referral,Business Client
Gabriel Hall,cynthia74@example.net,Event,2024-09-07,2024-09,Little Rock,Arkansas,United States,1016.76,Apple Pay,Facebook,Occasional Buyer
Melissa Winters,kimberly93@example.net,Event,2024-08-10,2024-08,Fredericton,New Brunswick,Canada,478.63,Bank Transfer,Email Campaign,New Customer
Robert Burns,uzamora@example.net,Wedding,2024-11-10,2024-11,Little Rock,Arkansas,United States,2052.49,Credit Card,Email Campaign,New Customer
Charles Morris,uford@example.com,Event,2025-02-24,2025-02,Halifax,Nova Scotia,Canada,782.65,PayPal,Referral,New Customer
Corey Carrillo,michaelstrickland@example.com,Wedding,2024-05-02,2024-05,Dallas,Texas,United States,1856.4,Bank Transfer,Direct Visit,New Customer
Erin Summers,yhoffman@example.com,Portrait,2024-07-07,2024-07,Kansas City,Missouri,United States,141.88,Cash,Facebook,New Customer
Mr. Stephen Gonzalez,susanharper@example.org,Wedding,2025-03-24,2025-03,Seattle,Washington,United States,2947.51,Apple Pay,Google Search,Business Client
Stephen Mills,john66@example.net,Event,2024-07-25,2024-07,Idaho Falls,Idaho,United States,1006.4,Apple Pay,Facebook,New Customer
Dean Thomas,johnsondawn@example.com,Event,2025-02-01,2025-02,St. Louis,Missouri,United States,871.9,Bank Transfer,Instagram,Business Client
Theodore Hernandez,mpeters@example.com,Portrait,2024-05-06,2024-05,Seattle,Washington,United States,245.08,Apple Pay,Facebook,New Customer
Donald Hill,lmitchell@example.org,Wedding,2025-01-10,2025-01,San Francisco,California,United States,2141.78,Credit Card,Referral,Returning Customer
Anthony Nguyen,uwood@example.net,Portrait,2024-08-04,2024-08,New York City,New York,United States,275.27,Apple Pay,Instagram,Returning Customer
Jeffrey Nguyen,markhuff@example.org,Portrait,2024-08-23,2024-08,Fredericton,New Brunswick,Canada,328.18,Bank Transfer,Instagram,New Customer
Peter Williams,sharpjennifer@example.com,Wedding,2024-11-29,2024-11,Halifax,Nova Scotia,Canada,2522.62,Apple Pay,Instagram,New Customer
Christian Mills,christopherward@example.com,Wedding,2024-05-01,2024-05,Buffalo,New York,United States,3367.43,Cash,Email Campaign,New Customer
Paul Vasquez,warrendarlene@example.com,Portrait,2024-08-09,2024-08,Idaho Falls,Idaho,United States,134.58,Apple Pay,Facebook,Returning Customer
Ann Clark,dariuspruitt@example.com,Portrait,2024-12-18,2024-12,Boston,Massachusetts,United States,228.56,Apple Pay,Referral,New Customer
Michael Johnson,timothywilliams@example.org,Portrait,2024-06-30,2024-06,San Francisco,California,United States,291.42,Bank Transfer,Direct Visit,New Customer
Brenda Flores,qavila@example.com,Wedding,2025-03-21,2025-03,Winnipeg,Manitoba,Canada,2308.88,Bank Transfer,Email Campaign,Business Client
Katherine Caldwell,cpierce@example.org,Product,2024-04-15,2024-04,Spokane,Washington,United States,334.2,Credit Card,Facebook,New Customer
Kevin Smith,perkinsmicheal@example.org,Wedding,2024-11-09,2024-11,Boise,Idaho,United States,1964.24,Bank Transfer,Facebook,Returning Customer
Adam Burton,joseph58@example.com,Portrait,2024-08-31,2024-08,Kansas City,Missouri,United States,288.17,Cash,Email Campaign,New Customer
Lawrence Cook,rachael61@example.net,Product,2024-06-05,2024-06,Dallas,Texas,United States,209.85,Bank Transfer,Google Search,New Customer
Larry Curtis,hharris@example.org,Event,2024-07-21,2024-07,Winnipeg,Manitoba,Canada,344.46,Cash,Google Search,Returning Customer
Timothy Harris,marissa39@example.com,Portrait,2024-08-27,2024-08,New York City,New York,United States,290.02,Cash,Referral,New Customer
Mark Knight,jay04@example.org,Wedding,2024-08-18,2024-08,San Diego,California,United States,2994.42,Bank Transfer,Google Search,New Customer
Geoffrey Porter,dcortez@example.com,Event,2024-06-26,2024-06,Edmonton,Alberta,Canada,330.53,Apple Pay,Direct Visit,New Customer
John Hoffman,laura31@example.net,Product,2024-11-14,2024-11,San Francisco,California,United States,650.89,Credit Card,Email Campaign,New Customer
Andre Williams,arroyosarah@example.com,Portrait,2024-05-17,2024-05,Chicago,Illinois,United States,312.28,Apple Pay,Google Search,Occasional Buyer
Tonya Davis,jason36@example.net,Event,2024-09-17,2024-09,Boston,Massachusetts,United States,795.72,Cash,Instagram,Business Client
Jason Johnson,roachkevin@example.com,Portrait,2025-02-22,2025-02,St. Louis,Missouri,United States,238.84,PayPal,Instagram,New Customer
Victoria Rocha,calhounjulie@example.net,Product,2024-09-22,2024-09,Fredericton,New Brunswick,Canada,510.62,Bank Transfer,Facebook,Returning Customer
Tara Thompson,millerjimmy@example.net,Portrait,2025-01-23,2025-01,Halifax,Nova Scotia,Canada,180.16,Apple Pay,Google Search,Business Client
Alexander Hart,simoneric@example.org,Wedding,2024-12-18,2024-12,Springfield,Illinois,United States,2860.77,Apple Pay,Google Search,New Customer
Andrew Reynolds,agutierrez@example.net,Portrait,2024-08-31,2024-08,Winnipeg,Manitoba,Canada,162.72,Bank Transfer,Google Search,New Customer
Tina Walter,jennifer34@example.org,Event,2025-03-02,2025-03,Boston,Massachusetts,United States,415.01,Apple Pay,Direct Visit,Occasional Buyer
Chelsea Norris,forbesbradley@example.net,Stock Photo License,2024-12-09,2024-12,Seattle,Washington,United States,60.06,Credit Card,Referral,Occasional Buyer
Tristan Freeman,jennifernewton@example.com,Wedding,2025-02-07,2025-02,Halifax,Nova Scotia,Canada,1297.72,Apple Pay,Facebook,New Customer
Joy Kennedy,nathanielwinters@example.net,Wedding,2024-08-19,2024-08,Austin,Texas,United States,1581.97,Cash,Facebook,New Customer
Nicholas Reed,bettywatson@example.com,Portrait,2024-10-26,2024-10,Montreal,Quebec,Canada,207.91,PayPal,Facebook,New Customer
Michael Preston,bward@example.org,Event,2025-01-13,2025-01,Spokane,Washington,United States,848.63,PayPal,Instagram,Business Client
Faith Howard,ihayes@example.net,Product,2024-11-14,2024-11,Halifax,Nova Scotia,Canada,573.81,Apple Pay,Facebook,New Customer
Jonathan Heath,carolfernandez@example.net,Event,2024-06-07,2024-06,Boise,Idaho,United States,750.39,Apple Pay,Referral,New Customer
Brenda Velasquez,makaylasanders@example.com,Wedding,2024-06-05,2024-06,Winnipeg,Manitoba,Canada,1704.49,Cash,Google Search,Occasional Buyer
Kimberly Stone DDS,sarah23@example.net,Portrait,2025-02-24,2025-02,Chicago,Illinois,United States,385.93,Credit Card,Facebook,Business Client
Bruce Dennis,amy68@example.net,Product,2024-12-23,2024-12,Montreal,Quebec,Canada,399.78,Bank Transfer,Facebook,Business Client
Gregory Russell,perezdawn@example.org,Wedding,2025-02-01,2025-02,Cambridge,Massachusetts,United States,2421.0,Apple Pay,Email Campaign,Returning Customer
Chelsea Smith,simpsonruth@example.net,Event,2025-02-07,2025-02,Cambridge,Massachusetts,United States,758.64,Credit Card,Email Campaign,Returning Customer
Jared Bryan,lynnjames@example.org,Product,2025-03-21,2025-03,New York City,New York,United States,828.82,Apple Pay,Google Search,New Customer
Cody Parsons,jonesshaun@example.org,Wedding,2024-04-19,2024-04,Boston,Massachusetts,United States,2140.84,Apple Pay,Instagram,New Customer
Jamie Wolfe,matthew53@example.com,Portrait,2024-09-09,2024-09,St. Louis,Missouri,United States,164.39,Cash,Email Campaign,New Customer
Karen Mendez,sheltontiffany@example.com,Event,2024-09-11,2024-09,Spokane,Washington,United States,490.75,Cash,Facebook,Business Client
Michael Callahan,xmullins@example.org,Portrait,2024-08-02,2024-08,Toronto,Ontario,Canada,217.19,Bank Transfer,Instagram,New Customer
Shirley Avery,yvang@example.org,Wedding,2024-09-09,2024-09,Kansas City,Missouri,United States,1526.76,Cash,Email Campaign,New Customer
Angie King,millerjennifer@example.net,Product,2025-03-26,2025-03,Idaho Falls,Idaho,United States,610.17,Bank Transfer,Facebook,New Customer
James Rogers,tjohnson@example.net,Product,2024-11-25,2024-11,Kansas City,Missouri,United States,614.07,Bank Transfer,Instagram,Business Client
Claire Jenkins,suttonbrittney@example.net,Product,2025-01-17,2025-01,Kansas City,Missouri,United States,426.69,Credit Card,Direct Visit,Occasional Buyer
Jill Shaw,khill@example.com,Event,2025-01-18,2025-01,Boise,Idaho,United States,590.53,Cash,Google Search,New Customer
Misty King,wolfetravis@example.com,Event,2025-01-26,2025-01,Chicago,Illinois,United States,465.9,Apple Pay,Instagram,New Customer
Dylan Rivera,mcdanieltanya@example.org,Wedding,2024-07-24,2024-07,Winnipeg,Manitoba,Canada,1874.07,Cash,Instagram,New Customer
Mr. Reginald Roman,kelseywilliams@example.org,Portrait,2024-06-19,2024-06,Victoria,British Columbia,Canada,396.3,Cash,Facebook,New Customer
Lauren Snyder,hstokes@example.org,Event,2024-06-28,2024-06,Boise,Idaho,United States,901.06,Cash,Direct Visit,Occasional Buyer
William Jacobs,kimmichael@example.net,Event,2024-06-07,2024-06,Spokane,Washington,United States,523.13,Apple Pay,Facebook,New Customer
Stephanie Richardson,barnesarthur@example.com,Portrait,2024-09-12,2024-09,New York City,New York,United States,283.97,Cash,Instagram,Occasional Buyer
Austin Baker,thomas83@example.org,Portrait,2024-10-28,2024-10,Fredericton,New Brunswick,Canada,182.89,Apple Pay,Google Search,Occasional Buyer
Kelly Ortega,ikeller@example.com,Product,2024-05-22,2024-05,Cambridge,Massachusetts,United States,705.24,PayPal,Instagram,New Customer
Wesley Douglas,cwilson@example.org,Event,2024-10-28,2024-10,Albany,New York,United States,582.9,Credit Card,Referral,New Customer
Paul Myers,brian01@example.net,Wedding,2024-06-21,2024-06,Orlando,Florida,United States,1811.06,Apple Pay,Instagram,New Customer
Alexa Beard,luissanchez@example.com,Portrait,2024-12-07,2024-12,St. Louis,Missouri,United States,149.9,Cash,Facebook,Returning Customer
John Mendoza,thompsonangela@example.net,Wedding,2025-01-26,2025-01,Orlando,Florida,United States,1587.48,Credit Card,Direct Visit,New Customer
Brianna Martinez,michellejones@example.net,Stock Photo License,2024-10-23,2024-10,Little Rock,Arkansas,United States,24.31,Bank Transfer,Facebook,Business Client
Christopher Sims,xfranco@example.org,Portrait,2025-04-05,2025-04,Tampa,Florida,United States,377.27,Bank Transfer,Referral,New Customer
Paul Williams,kimberly03@example.net,Event,2025-02-05,2025-02,Fredericton,New Brunswick,Canada,319.61,Cash,Referral,New Customer
Jerry Huff,kaitlynanderson@example.net,Event,2024-12-29,2024-12,Houston,Texas,United States,617.89,Bank Transfer,Referral,New Customer
Jennifer Wiggins,johnboyd@example.com,Portrait,2025-03-21,2025-03,Houston,Texas,United States,387.98,Apple Pay,Email Campaign,Returning Customer
Andre Jones,bushkimberly@example.net,Event,2025-01-15,2025-01,St. Louis,Missouri,United States,675.95,PayPal,Referral,Occasional Buyer
Douglas Santos,kevin89@example.com,Wedding,2024-04-22,2024-04,Orlando,Florida,United States,2123.72,Credit Card,Google Search,Returning Customer
Julie Freeman,taylordavis@example.com,Real Estate,2025-03-10,2025-03,Kansas City,Missouri,United States,463.25,Cash,Email Campaign,New Customer
Lisa Brown,sarah49@example.net,Wedding,2025-03-30,2025-03,Little Rock,Arkansas,United States,2548.51,Cash,Email Campaign,New Customer
Erika Allen,michaeltorres@example.com,Portrait,2024-06-30,2024-06,Quebec City,Quebec,Canada,243.54,Apple Pay,Instagram,New Customer
Dennis Coleman,kaylazamora@example.org,Wedding,2024-10-14,2024-10,Boston,Massachusetts,United States,1875.55,PayPal,Referral,Occasional Buyer
Cheryl Parks,james79@example.net,Product,2025-01-26,2025-01,Seattle,Washington,United States,783.19,Apple Pay,Google Search,New Customer
Sherri Little,carlyschultz@example.com,Product,2024-06-10,2024-06,Houston,Texas,United States,404.77,Cash,Instagram,New Customer
Kathleen Sanchez,klove@example.com,Wedding,2024-06-14,2024-06,San Diego,California,United States,2973.55,Bank Transfer,Referral,New Customer
Larry King,zli@example.org,Event,2024-10-21,2024-10,Winnipeg,Manitoba,Canada,802.94,Apple Pay,Direct Visit,New Customer
Dawn Simpson,william63@example.com,Portrait,2024-05-02,2024-05,Seattle,Washington,United States,446.93,PayPal,Instagram,Returning Customer
William Larson,ukim@example.org,Event,2024-04-26,2024-04,Vancouver,British Columbia,Canada,1084.27,PayPal,Facebook,New Customer
Philip Gamble,boonejoshua@example.net,Event,2024-05-29,2024-05,Little Rock,Arkansas,United States,982.3,Bank Transfer,Referral,Business Client
Brendan Paul,qharris@example.net,Wedding,2024-10-20,2024-10,Tampa,Florida,United States,2305.51,Bank Transfer,Facebook,Returning Customer
William Ball,russell33@example.net,Portrait,2024-04-29,2024-04,Los Angeles,California,United States,368.75,Apple Pay,Instagram,Business Client
Tanya Gomez,edwardspencer@example.com,Portrait,2024-11-14,2024-11,Boston,Massachusetts,United States,476.1,Apple Pay,Instagram,New Customer
Vincent Reyes,bestchristopher@example.net,Wedding,2025-01-12,2025-01,St. Louis,Missouri,United States,2445.59,Apple Pay,Instagram,Returning Customer
Rhonda Martinez,meganwalker@example.com,Portrait,2024-11-18,2024-11,San Diego,California,United States,319.43,Credit Card,Direct Visit,Returning Customer
Tabitha Ramirez,allenkyle@example.net,Real Estate,2024-11-17,2024-11,Buffalo,New York,United States,176.99,Credit Card,Instagram,Business Client
Jill Hall,ortizsean@example.org,Wedding,2025-02-17,2025-02,Winnipeg,Manitoba,Canada,1542.09,Credit Card,Facebook,Returning Customer
Lucas James,jamie76@example.net,Wedding,2025-01-03,2025-01,Chicago,Illinois,United States,1625.09,Cash,Google Search,New Customer
Jordan Hughes,xobrien@example.org,Portrait,2024-08-11,2024-08,Miami,Florida,United States,151.78,Cash,Instagram,Occasional Buyer
Melissa Gray,uclark@example.com,Event,2024-12-21,2024-12,Montreal,Quebec,Canada,486.36,Cash,Email Campaign,New Customer
Earl Hall,ryu@example.net,Wedding,2024-09-03,2024-09,Montreal,Quebec,Canada,2068.71,Bank Transfer,Google Search,Occasional Buyer
Jodi Mcbride,xarmstrong@example.com,Wedding,2024-07-06,2024-07,Vancouver,British Columbia,Canada,2655.65,Cash,Google Search,Returning Customer
Jeremy Coleman,oscott@example.com,Product,2024-04-15,2024-04,Kansas City,Missouri,United States,297.53,Bank Transfer,Google Search,Returning Customer
Karen Jackson DVM,meghanwerner@example.com,Event,2024-08-20,2024-08,St. Louis,Missouri,United States,712.49,Credit Card,Google Search,Business Client
Michael Moore,wrightalicia@example.com,Real Estate,2024-04-25,2024-04,Edmonton,Alberta,Canada,498.96,PayPal,Email Campaign,New Customer
Scott Ramirez,jeremycollins@example.net,Event,2024-09-20,2024-09,Victoria,British Columbia,Canada,454.0,Cash,Instagram,New Customer
Lisa Armstrong,keithharrison@example.com,Product,2024-05-02,2024-05,Tampa,Florida,United States,290.04,PayPal,Direct Visit,Business Client
Robert Gonzalez,jonescraig@example.org,Portrait,2025-03-01,2025-03,New York City,New York,United States,277.96,Cash,Google Search,New Customer
Kristen Wood,ericfrederick@example.org,Product,2024-10-20,2024-10,Orlando,Florida,United States,464.18,Bank Transfer,Google Search,Returning Customer
Christopher Nelson,masonpatricia@example.com,Wedding,2025-01-21,2025-01,Kansas City,Missouri,United States,1704.85,PayPal,Instagram,Business Client
Christopher Anderson,audrey47@example.org,Event,2024-05-27,2024-05,Halifax,Nova Scotia,Canada,773.43,Bank Transfer,Instagram,New Customer
Michelle Martin,jonesnicholas@example.org,Product,2024-09-21,2024-09,Idaho Falls,Idaho,United States,436.54,Apple Pay,Direct Visit,Business Client
