Customer Name,Email,Photo Type,Purchase Date,Month,Price USD,Country,Payment Method,Referral Source,Customer Segment
Shane Moore,charles93@example.net,Product,2025-04-09,2025-04,316.36,United States,Apple Pay,Facebook,Returning Customer
Kathryn Ross,gardnerpatricia@example.net,Portrait,2025-04-12,2025-04,258.39,United States,Credit Card,Instagram,New Customer
Thomas Baker,johnsonrobert@example.org,Product,2025-04-09,2025-04,545.14,United States,Bank Transfer,Instagram,Business Client
Phillip Taylor,sandra03@example.com,Event,2025-04-10,2025-04,664.1,United States,Bank Transfer,Referral,New Customer
Travis Strong,reedchad@example.com,Real Estate,2025-04-10,2025-04,273.82,Canada,Credit Card,Google Search,New Customer
Lisa Miller,rpotts@example.net,Product,2025-04-12,2025-04,573.27,United States,PayPal,Facebook,Returning Customer
Andrew Romero,ryan43@example.org,Wedding,2025-04-11,2025-04,1998.23,United States,Cash,Referral,New Customer
Allison Casey,amandadalton@example.net,Wedding,2025-04-07,2025-04,1895.75,United States,Apple Pay,Facebook,Occasional Buyer
Alicia Olson,scannon@example.org,Event,2025-04-09,2025-04,739.48,United States,Credit Card,Google Search,Returning Customer
Jeffery Taylor,nwilson@example.com,Stock Photo License,2025-04-11,2025-04,66.77,United States,PayPal,Google Search,New Customer
Greg Hull,jessechapman@example.org,Real Estate,2025-04-11,2025-04,267.84,Canada,Apple Pay,Facebook,Returning Customer
Paul Morton,ritteralexis@example.net,Wedding,2025-04-13,2025-04,2188.13,Canada,Bank Transfer,Direct Visit,Business Client
Anthony Brown,cwhite@example.com,Product,2025-04-12,2025-04,741.3,United States,Bank Transfer,Email Campaign,Returning Customer
Matthew Sanchez,david67@example.net,Event,2025-04-11,2025-04,433.11,United States,PayPal,Facebook,New Customer
Billy Wright,troymoss@example.com,Wedding,2025-04-13,2025-04,2611.52,Canada,PayPal,Email Campaign,New Customer
Shannon Wallace,shelly84@example.net,Product,2025-04-08,2025-04,426.67,Canada,Apple Pay,Referral,Occasional Buyer
Steven Flores,brownrachel@example.net,Product,2025-04-13,2025-04,304.97,Canada,Bank Transfer,Referral,Returning Customer
Katelyn Miller,maureenmeyer@example.com,Product,2025-04-09,2025-04,365.75,Canada,Apple Pay,Google Search,New Customer
Christine Watson,barryyoung@example.com,Portrait,2025-04-12,2025-04,392.04,Canada,Credit Card,Google Search,New Customer
Jordan Wilson,rhuff@example.com,Event,2025-04-08,2025-04,719.69,Canada,Apple Pay,Direct Visit,Returning Customer
Elizabeth Hanna,ramirezchelsea@example.com,Portrait,2025-04-12,2025-04,222.06,United States,Cash,Google Search,New Customer
James Wallace,jamielopez@example.com,Real Estate,2025-04-11,2025-04,161.72,United States,Cash,Facebook,Returning Customer
Mary Johnson,sharon95@example.com,Wedding,2025-04-10,2025-04,1877.15,Canada,Apple Pay,Email Campaign,Occasional Buyer
Leslie Todd,jessica96@example.com,Event,2025-04-12,2025-04,1158.32,United States,PayPal,Referral,Returning Customer
Tanya Goodwin,transtephanie@example.net,Wedding,2025-04-11,2025-04,1828.29,Canada,PayPal,Email Campaign,Returning Customer
William Nichols,karmstrong@example.net,Portrait,2025-04-08,2025-04,391.73,Canada,Bank Transfer,Direct Visit,New Customer
Tyler Mcdonald,davidsmith@example.net,Event,2025-04-10,2025-04,911.03,United States,PayPal,Facebook,New Customer
Angela Wright,matthew60@example.net,Event,2025-04-08,2025-04,570.96,Canada,Apple Pay,Instagram,New Customer
Derrick King,martinezashley@example.com,Product,2025-04-08,2025-04,462.14,Canada,Bank Transfer,Direct Visit,Occasional Buyer
Sarah Wallace,gonzalessteven@example.com,Event,2025-04-11,2025-04,721.54,Canada,Cash,Referral,New Customer
Dr. Daniel Brown,hillcheryl@example.com,Event,2025-04-11,2025-04,1161.74,United States,Apple Pay,Facebook,Business Client
Jessica Scott,jordan72@example.org,Event,2025-04-12,2025-04,635.8,Canada,Credit Card,Referral,New Customer
Bridget Williamson,halldiamond@example.org,Event,2025-04-12,2025-04,716.53,Canada,Credit Card,Google Search,New Customer
Shannon Riley,tranjeremy@example.net,Real Estate,2025-04-10,2025-04,424.94,United States,Bank Transfer,Direct Visit,New Customer
Vanessa Smith DVM,amber09@example.org,Portrait,2025-04-12,2025-04,165.22,United States,PayPal,Direct Visit,New Customer
Billy Wallace,youngmark@example.com,Event,2025-04-09,2025-04,745.77,United States,Bank Transfer,Email Campaign,New Customer
Melanie Jones,jliu@example.org,Stock Photo License,2025-04-11,2025-04,25.32,United States,Credit Card,Google Search,New Customer
Richard Rogers,xmerritt@example.com,Event,2025-04-08,2025-04,408.93,United States,Credit Card,Referral,New Customer
Elizabeth Johnson,bradley29@example.org,Portrait,2025-04-13,2025-04,247.68,Canada,Cash,Referral,Occasional Buyer
Daniel Edwards,shelby69@example.org,Real Estate,2025-04-11,2025-04,520.86,Canada,Apple Pay,Google Search,New Customer
Brittany Farmer,friedmansusan@example.org,Event,2025-04-13,2025-04,466.33,United States,PayPal,Direct Visit,Business Client
Yolanda Mccoy,hryan@example.net,Portrait,2025-04-10,2025-04,269.04,United States,Apple Pay,Referral,New Customer
Lisa Hopkins,mstewart@example.net,Wedding,2025-04-12,2025-04,2078.73,Canada,Cash,Referral,New Customer
David Sanchez,jerry51@example.net,Wedding,2025-04-10,2025-04,1680.19,Canada,Credit Card,Email Campaign,Returning Customer
Nicholas Beard,christopher88@example.org,Event,2025-04-13,2025-04,700.03,Canada,PayPal,Referral,Business Client
Martha Jacobs,ohartman@example.net,Portrait,2025-04-08,2025-04,152.28,United States,Bank Transfer,Email Campaign,Returning Customer
Victoria Frost,kimberlyrussell@example.net,Portrait,2025-04-08,2025-04,193.62,Canada,Cash,Email Campaign,Business Client
Lisa Flynn,lee16@example.com,Wedding,2025-04-12,2025-04,2677.44,Canada,Credit Card,Email Campaign,New Customer
Brittany Snyder,rachelwalter@example.org,Stock Photo License,2025-04-09,2025-04,55.29,Canada,PayPal,Email Campaign,New Customer
Jason Cannon,inewton@example.org,Stock Photo License,2025-04-12,2025-04,42.4,Canada,Credit Card,Google Search,New Customer
Allison Jackson,andersonmichelle@example.com,Event,2025-04-12,2025-04,508.53,Canada,Cash,Facebook,Business Client
Heather Morales,jenniferwilson@example.com,Stock Photo License,2025-04-12,2025-04,65.43,United States,Credit Card,Instagram,Business Client
Lisa Mcknight,jonessamantha@example.com,Portrait,2025-04-13,2025-04,393.33,United States,Apple Pay,Facebook,New Customer
Lynn Yang,eroberts@example.net,Real Estate,2025-04-12,2025-04,136.44,United States,PayPal,Facebook,New Customer
Clifford Cannon,hernandezalan@example.net,Portrait,2025-04-12,2025-04,183.3,United States,PayPal,Facebook,New Customer
Matthew Gray,uthompson@example.net,Event,2025-04-12,2025-04,502.95,Canada,Apple Pay,Instagram,New Customer
Raymond Hall,kpeterson@example.net,Wedding,2025-04-08,2025-04,2939.75,United States,PayPal,Google Search,New Customer
Lauren Anthony,ymitchell@example.com,Portrait,2025-04-07,2025-04,286.65,United States,Apple Pay,Referral,New Customer
Tiffany Williams,russellramirez@example.net,Wedding,2025-04-11,2025-04,2741.36,Canada,Apple Pay,Direct Visit,Business Client
Gregory Martin,joshua73@example.org,Real Estate,2025-04-12,2025-04,319.44,United States,Apple Pay,Google Search,New Customer
Thomas Zhang,middletonelizabeth@example.org,Portrait,2025-04-11,2025-04,175.23,United States,Apple Pay,Direct Visit,New Customer
Juan Romero,anthonyorr@example.net,Wedding,2025-04-13,2025-04,2910.93,Canada,Cash,Email Campaign,New Customer
Chloe Freeman,woodjuan@example.net,Product,2025-04-10,2025-04,294.72,United States,Apple Pay,Direct Visit,Returning Customer
Jeremy Martinez,hphillips@example.net,Portrait,2025-04-12,2025-04,164.16,United States,Apple Pay,Referral,Occasional Buyer
Sarah Wallace,fsnyder@example.org,Stock Photo License,2025-04-07,2025-04,57.66,Canada,Bank Transfer,Instagram,New Customer
Monique Wilson MD,garnerjeffrey@example.org,Real Estate,2025-04-11,2025-04,169.64,Canada,Credit Card,Instagram,New Customer
Jonathon Hill,mannleroy@example.org,Real Estate,2025-04-12,2025-04,381.93,United States,Bank Transfer,Google Search,Occasional Buyer
Timothy Bauer,james80@example.net,Event,2025-04-08,2025-04,851.19,Canada,PayPal,Facebook,Business Client
Danielle Willis,emilybaker@example.org,Wedding,2025-04-09,2025-04,2244.9,Canada,Cash,Referral,New Customer
Mr. Jonathan Anderson,tapiamercedes@example.net,Real Estate,2025-04-07,2025-04,585.73,United States,Credit Card,Instagram,Returning Customer
Jeffrey Henry,jenniferwilliams@example.net,Product,2025-04-12,2025-04,609.16,Canada,Credit Card,Referral,Business Client
James Silva,todd24@example.org,Event,2025-04-11,2025-04,686.75,United States,Credit Card,Referral,New Customer
Mary Henry,iharper@example.com,Event,2025-04-10,2025-04,1113.2,Canada,Cash,Google Search,New Customer
Daniel Mccarty,robert75@example.org,Wedding,2025-04-11,2025-04,1515.07,United States,Credit Card,Email Campaign,New Customer
Audrey Marshall,donna56@example.net,Wedding,2025-04-11,2025-04,1584.98,Canada,Credit Card,Facebook,New Customer
Stephen Larsen,rburke@example.org,Event,2025-04-10,2025-04,519.82,Canada,Cash,Email Campaign,New Customer
Derek Lewis,xbrown@example.com,Wedding,2025-04-11,2025-04,1875.3,Canada,Bank Transfer,Instagram,New Customer
Evan Myers,qcoleman@example.org,Portrait,2025-04-12,2025-04,241.73,United States,Apple Pay,Facebook,New Customer
Nicholas Morgan,parkerrobert@example.net,Portrait,2025-04-10,2025-04,176.09,Canada,Apple Pay,Referral,New Customer
Kimberly Chan,gouldchristina@example.com,Wedding,2025-04-13,2025-04,1705.7,United States,Bank Transfer,Email Campaign,Returning Customer
Joshua Clements,langchristopher@example.net,Wedding,2025-04-12,2025-04,2587.37,United States,PayPal,Email Campaign,New Customer
Harold Miranda,penaapril@example.com,Real Estate,2025-04-07,2025-04,576.52,United States,Bank Transfer,Facebook,Returning Customer
Victoria Massey,oheath@example.com,Portrait,2025-04-07,2025-04,391.27,Canada,Cash,Google Search,Business Client
Susan Rivera,angelawright@example.org,Portrait,2025-04-09,2025-04,161.1,United States,Cash,Direct Visit,New Customer
Alejandro Bentley,masonlacey@example.org,Portrait,2025-04-10,2025-04,285.39,United States,Apple Pay,Facebook,Occasional Buyer
Eric Hall,arthurbrady@example.com,Product,2025-04-12,2025-04,686.15,United States,Bank Transfer,Email Campaign,Business Client
Bonnie Yang,michelle11@example.net,Portrait,2025-04-12,2025-04,256.89,United States,Credit Card,Direct Visit,New Customer
Pamela Perry,newtonamber@example.org,Event,2025-04-13,2025-04,910.17,Canada,Cash,Direct Visit,Business Client
Kevin Myers,kristen68@example.net,Real Estate,2025-04-13,2025-04,230.05,Canada,PayPal,Instagram,Occasional Buyer
Donald Harris,tanya97@example.com,Wedding,2025-04-09,2025-04,2523.9,United States,Apple Pay,Facebook,New Customer
Brandon Rasmussen,timothy88@example.org,Portrait,2025-04-10,2025-04,303.89,Canada,Apple Pay,Google Search,New Customer
Willie Luna,kathryn17@example.org,Event,2025-04-09,2025-04,588.89,United States,Cash,Referral,New Customer
Allison Wise,kwood@example.org,Wedding,2025-04-10,2025-04,1555.51,United States,Cash,Google Search,Returning Customer
Evelyn Pacheco,davisgary@example.com,Wedding,2025-04-12,2025-04,2845.57,United States,Cash,Instagram,New Customer
Angela Powell,kmills@example.org,Real Estate,2025-04-11,2025-04,229.77,United States,PayPal,Instagram,Business Client
Johnny Jenkins,mary05@example.net,Event,2025-04-12,2025-04,509.41,United States,Apple Pay,Referral,Returning Customer
Jennifer Smith,karinorton@example.net,Wedding,2025-04-07,2025-04,2576.04,Canada,Bank Transfer,Google Search,Returning Customer
Dr. David Murray MD,morseronald@example.org,Product,2025-04-12,2025-04,412.0,United States,Bank Transfer,Google Search,New Customer
Peter Martin,martinsamuel@example.org,Portrait,2025-04-09,2025-04,277.76,Canada,Apple Pay,Facebook,Business Client
Jeff Jackson,jtaylor@example.com,Event,2025-04-11,2025-04,364.25,Canada,PayPal,Google Search,New Customer
Edward Graham,jennifer48@example.com,Real Estate,2025-04-11,2025-04,267.49,Canada,Cash,Facebook,Returning Customer
Jacqueline Santos,kellycohen@example.net,Wedding,2025-04-13,2025-04,1566.92,United States,Credit Card,Direct Visit,New Customer
Jacqueline Munoz,vford@example.net,Portrait,2025-04-12,2025-04,328.94,Canada,PayPal,Referral,Business Client
Sarah Taylor,asmith@example.org,Wedding,2025-04-10,2025-04,2589.39,United States,Credit Card,Instagram,Returning Customer
Austin Rowland,jacqueline31@example.net,Stock Photo License,2025-04-12,2025-04,56.52,United States,Apple Pay,Google Search,Returning Customer
Brandon Weber,carlfields@example.org,Event,2025-04-10,2025-04,768.3,United States,Apple Pay,Facebook,Occasional Buyer
Adrian Lee,lori69@example.net,Portrait,2025-04-13,2025-04,349.75,United States,Cash,Facebook,Business Client
Marcus Powell,ann31@example.net,Wedding,2025-04-12,2025-04,1861.57,Canada,Bank Transfer,Google Search,New Customer
Nicholas Ramirez,anne28@example.net,Portrait,2025-04-12,2025-04,378.66,United States,Cash,Referral,New Customer
Janet Johnston,tammy97@example.org,Real Estate,2025-04-13,2025-04,593.37,United States,Cash,Email Campaign,Returning Customer
Richard Hays,noblechristina@example.org,Wedding,2025-04-10,2025-04,1890.42,Canada,Credit Card,Google Search,New Customer
Shannon Morris,taylorlindsay@example.com,Portrait,2025-04-11,2025-04,187.1,United States,PayPal,Referral,New Customer
Erin Mason,allenphillip@example.com,Wedding,2025-04-12,2025-04,1895.06,Canada,Credit Card,Instagram,Business Client
Heather Roberson,alyssa93@example.org,Real Estate,2025-04-08,2025-04,111.97,United States,PayPal,Direct Visit,Business Client
Sandra Dawson,fcastro@example.net,Product,2025-04-10,2025-04,742.56,Canada,Apple Pay,Instagram,Business Client
Melissa Grant,lpearson@example.org,Wedding,2025-04-13,2025-04,2846.14,United States,Credit Card,Google Search,Business Client
Savannah Townsend,jessica39@example.net,Portrait,2025-04-11,2025-04,262.22,Canada,Cash,Facebook,Business Client
Tammie Lee,harold03@example.com,Event,2025-04-12,2025-04,960.1,United States,PayPal,Google Search,Returning Customer
Cory Willis,clinton54@example.net,Portrait,2025-04-10,2025-04,312.35,Canada,PayPal,Direct Visit,Business Client
Lisa Johnson,darlene60@example.net,Wedding,2025-04-09,2025-04,2659.51,Canada,Bank Transfer,Google Search,Returning Customer
Denise Brown,roysara@example.net,Product,2025-04-13,2025-04,547.9,Canada,Bank Transfer,Facebook,New Customer
Katherine Wells,johnsonanthony@example.net,Real Estate,2025-04-07,2025-04,576.76,United States,Cash,Direct Visit,New Customer
Noah Pitts,christopherflowers@example.org,Product,2025-04-10,2025-04,388.62,United States,Credit Card,Facebook,New Customer
Mark Brown,hodgejoshua@example.org,Portrait,2025-04-10,2025-04,371.34,Canada,Apple Pay,Google Search,Occasional Buyer
Nancy Cook,rachael29@example.net,Event,2025-04-09,2025-04,426.9,United States,Credit Card,Direct Visit,Occasional Buyer
Kelli Shepard,qbutler@example.net,Stock Photo License,2025-04-12,2025-04,51.99,United States,Cash,Google Search,New Customer
Corey Juarez,jessicamiller@example.com,Wedding,2025-04-11,2025-04,2921.82,Canada,Apple Pay,Instagram,Business Client
Lee Barker,vthompson@example.org,Wedding,2025-04-12,2025-04,1664.42,United States,Cash,Referral,New Customer
Justin Wilson,scarroll@example.org,Wedding,2025-04-09,2025-04,1705.23,United States,Bank Transfer,Google Search,Business Client
Julie Wilson,whitechristopher@example.com,Wedding,2025-04-08,2025-04,1611.53,Canada,Bank Transfer,Referral,Returning Customer
Tracy Wang,robinsonnicholas@example.org,Portrait,2025-04-12,2025-04,344.26,Canada,Credit Card,Referral,New Customer
Terri Parker,julierojas@example.com,Event,2025-04-09,2025-04,769.17,United States,Credit Card,Instagram,New Customer
Michael Thompson,annettegutierrez@example.org,Portrait,2025-04-12,2025-04,385.79,Canada,Cash,Instagram,New Customer
Curtis Krause,heidi41@example.com,Wedding,2025-04-08,2025-04,2245.09,United States,Apple Pay,Email Campaign,Business Client
Jack Barton,rgallegos@example.org,Wedding,2025-04-12,2025-04,1600.89,United States,PayPal,Google Search,New Customer
Ruben Cruz,victoriahamilton@example.net,Wedding,2025-04-12,2025-04,2070.44,Canada,Cash,Direct Visit,Returning Customer
Rebecca Clark,christopher34@example.org,Wedding,2025-04-09,2025-04,1950.15,Canada,Cash,Referral,Business Client
Andre Wilson,thomasmcdonald@example.com,Portrait,2025-04-11,2025-04,239.28,United States,PayPal,Google Search,Occasional Buyer
James Chapman,morrisdaniel@example.com,Product,2025-04-11,2025-04,658.36,Canada,Bank Transfer,Instagram,Returning Customer
Aimee Fisher,matthew12@example.com,Wedding,2025-04-10,2025-04,2197.1,United States,Bank Transfer,Email Campaign,New Customer
John Lopez,gonzaleschristina@example.net,Wedding,2025-04-13,2025-04,2823.26,Canada,Apple Pay,Referral,Returning Customer
Jessica Ross,johnnybrooks@example.com,Wedding,2025-04-09,2025-04,1901.89,Canada,Credit Card,Direct Visit,Business Client
Mr. Andrew Hickman,kathrynsantana@example.net,Wedding,2025-04-10,2025-04,1976.43,Canada,Cash,Referral,New Customer
Jeffery Adams,kwatkins@example.net,Wedding,2025-04-09,2025-04,2228.26,United States,Bank Transfer,Referral,New Customer
Eric Carlson,stephaniebradley@example.org,Event,2025-04-09,2025-04,449.88,United States,Apple Pay,Direct Visit,New Customer
Gary Choi,parkerkatie@example.com,Event,2025-04-12,2025-04,317.93,Canada,Credit Card,Email Campaign,New Customer
Christopher Smith,jamesjackson@example.com,Portrait,2025-04-07,2025-04,341.5,United States,Apple Pay,Instagram,New Customer
David Harris,ramseyeric@example.net,Wedding,2025-04-11,2025-04,1735.49,United States,Bank Transfer,Instagram,Occasional Buyer
Jacqueline Woods,cory86@example.net,Portrait,2025-04-12,2025-04,203.9,United States,Credit Card,Google Search,Business Client
John Bennett,wmccarthy@example.org,Portrait,2025-04-12,2025-04,275.37,United States,PayPal,Facebook,New Customer
Fernando Mcconnell,smejia@example.net,Wedding,2025-04-09,2025-04,2658.62,Canada,Credit Card,Referral,Returning Customer
Jessica Long,reedelizabeth@example.net,Wedding,2025-04-09,2025-04,2610.79,United States,Credit Card,Google Search,Returning Customer
Stephen Thompson,mikemorgan@example.org,Event,2025-04-07,2025-04,959.37,United States,Credit Card,Email Campaign,Returning Customer
Nicole Melendez,devinlopez@example.org,Portrait,2025-04-13,2025-04,357.87,Canada,Cash,Direct Visit,Business Client
Brandon Cruz,ronaldmitchell@example.com,Portrait,2025-04-08,2025-04,264.73,Canada,Cash,Facebook,New Customer
Karen Green,zwhite@example.net,Wedding,2025-04-09,2025-04,2109.5,Canada,Apple Pay,Direct Visit,New Customer
Ashley Drake,gina16@example.org,Wedding,2025-04-10,2025-04,2245.55,Canada,Apple Pay,Email Campaign,New Customer
Carl Hunter,psmith@example.net,Wedding,2025-04-10,2025-04,2962.79,United States,Cash,Facebook,New Customer
Raymond Turner,judy19@example.com,Wedding,2025-04-08,2025-04,1965.91,United States,Credit Card,Direct Visit,New Customer
Priscilla Joseph,daniel26@example.net,Product,2025-04-09,2025-04,493.89,United States,Cash,Direct Visit,Business Client
Sheila Miller,rogerssarah@example.net,Portrait,2025-04-12,2025-04,359.91,United States,Cash,Facebook,New Customer
Jose Mendez,dgraham@example.com,Event,2025-04-07,2025-04,1050.89,Canada,Credit Card,Facebook,Returning Customer
Sean Stevens,smallgina@example.com,Real Estate,2025-04-11,2025-04,497.35,Canada,PayPal,Facebook,New Customer
Michael Wang,danielsguy@example.com,Portrait,2025-04-12,2025-04,288.7,United States,Credit Card,Referral,Returning Customer
Jeremy Evans,larsonmichael@example.org,Portrait,2025-04-08,2025-04,339.22,United States,PayPal,Instagram,New Customer
Jennifer Thompson,martinezduane@example.com,Stock Photo License,2025-04-11,2025-04,26.95,United States,Apple Pay,Referral,New Customer
Donald Bonilla,samanthaberger@example.net,Product,2025-04-07,2025-04,450.89,United States,Cash,Facebook,Business Client
Laura Williams,nathan29@example.net,Product,2025-04-10,2025-04,362.66,Canada,Apple Pay,Email Campaign,New Customer
Sonia Reyes,morgandana@example.com,Wedding,2025-04-13,2025-04,2527.54,Canada,Apple Pay,Direct Visit,New Customer
Alex Clements,jennifer16@example.org,Portrait,2025-04-13,2025-04,384.05,United States,PayPal,Direct Visit,Business Client
Laura Cooley,heatherwilliams@example.net,Portrait,2025-04-08,2025-04,229.42,Canada,Credit Card,Google Search,New Customer
Philip Kim,joshuapowers@example.net,Wedding,2025-04-11,2025-04,2541.07,Canada,Credit Card,Google Search,Returning Customer
Christopher Mitchell,russellandrew@example.com,Event,2025-04-12,2025-04,360.09,United States,Bank Transfer,Email Campaign,New Customer
Denise Ford,colton30@example.net,Wedding,2025-04-13,2025-04,1926.28,Canada,Apple Pay,Email Campaign,New Customer
Arthur Roberts,omatthews@example.net,Event,2025-04-09,2025-04,662.94,United States,Credit Card,Direct Visit,New Customer
James Spears,cooperluis@example.com,Event,2025-04-09,2025-04,551.99,United States,PayPal,Direct Visit,Returning Customer
Scott Porter,emilyscott@example.org,Real Estate,2025-04-12,2025-04,265.08,Canada,Apple Pay,Email Campaign,Occasional Buyer
Laura Miller,whoffman@example.org,Wedding,2025-04-09,2025-04,1504.01,United States,Credit Card,Direct Visit,New Customer
William Wood,karen77@example.org,Wedding,2025-04-10,2025-04,2811.92,United States,PayPal,Direct Visit,Business Client
Kevin Weber,wperry@example.org,Portrait,2025-04-10,2025-04,267.92,United States,PayPal,Direct Visit,New Customer
Diane Manning,nicholasmedina@example.com,Real Estate,2025-04-10,2025-04,453.12,Canada,Apple Pay,Google Search,Business Client
Sarah Davis,jasonrodriguez@example.com,Real Estate,2025-04-13,2025-04,577.68,Canada,PayPal,Referral,Returning Customer
Christopher Waters,wpierce@example.org,Portrait,2025-04-12,2025-04,347.24,Canada,Bank Transfer,Instagram,New Customer
Kyle Flores,crystal58@example.net,Portrait,2025-04-12,2025-04,266.52,Canada,PayPal,Direct Visit,Returning Customer
Courtney Powell,cmitchell@example.org,Stock Photo License,2025-04-10,2025-04,71.97,United States,Credit Card,Instagram,New Customer
Cassandra Roberts,kathryn21@example.com,Portrait,2025-04-10,2025-04,151.4,United States,Bank Transfer,Facebook,Returning Customer
Jennifer Barnes,danamontgomery@example.org,Wedding,2025-04-12,2025-04,1909.54,Canada,Cash,Google Search,Occasional Buyer
Kathy Miller,udougherty@example.net,Event,2025-04-07,2025-04,546.76,United States,Cash,Direct Visit,Returning Customer
Keith Kennedy,craneandrew@example.net,Portrait,2025-04-13,2025-04,268.36,United States,Credit Card,Facebook,New Customer
Martha Arnold,melissamartin@example.com,Product,2025-04-12,2025-04,291.92,United States,Credit Card,Referral,Business Client
Cynthia Kennedy,marcuscarter@example.org,Wedding,2025-04-12,2025-04,2165.07,Canada,Credit Card,Direct Visit,New Customer
Joel Sanchez,yfritz@example.org,Product,2025-04-12,2025-04,593.06,Canada,Bank Transfer,Email Campaign,New Customer
Kathryn Rodriguez,monica23@example.com,Stock Photo License,2025-04-10,2025-04,61.11,United States,Cash,Referral,Business Client
Andrea Goodman,ecamacho@example.com,Event,2025-04-13,2025-04,358.46,United States,Bank Transfer,Google Search,New Customer
Jason Green,baldwincatherine@example.net,Wedding,2025-04-12,2025-04,2412.79,Canada,PayPal,Email Campaign,Business Client
Jessica Carey,carterraymond@example.net,Real Estate,2025-04-09,2025-04,101.61,Canada,Credit Card,Facebook,New Customer
Heidi Moran,hpatterson@example.org,Real Estate,2025-04-13,2025-04,143.05,United States,Credit Card,Google Search,New Customer
Dennis Bryan,bowenmichael@example.net,Wedding,2025-04-12,2025-04,1976.25,United States,PayPal,Google Search,New Customer
Thomas Pope,josephrivera@example.net,Portrait,2025-04-12,2025-04,170.32,United States,Bank Transfer,Email Campaign,Returning Customer
Steven Vasquez,katherinepeterson@example.net,Product,2025-04-12,2025-04,314.65,United States,Bank Transfer,Google Search,New Customer
Richard Lyons,brooke22@example.net,Wedding,2025-04-12,2025-04,1918.45,Canada,PayPal,Instagram,New Customer
Daniel Wood,jennifer42@example.net,Wedding,2025-04-09,2025-04,2968.92,Canada,Bank Transfer,Google Search,New Customer
Karen Gonzales,eric22@example.net,Event,2025-04-12,2025-04,613.97,Canada,PayPal,Google Search,Occasional Buyer
James Walsh,rosalesbrandy@example.org,Event,2025-04-12,2025-04,440.13,Canada,Bank Transfer,Email Campaign,Business Client
Deanna Griffith,kwoods@example.com,Real Estate,2025-04-12,2025-04,203.72,Canada,Credit Card,Direct Visit,Business Client
Laurie Mason,nicholas72@example.net,Wedding,2025-04-07,2025-04,2201.53,United States,Apple Pay,Email Campaign,Returning Customer
Mr. James Barnett,petersonkyle@example.org,Portrait,2025-04-10,2025-04,266.81,Canada,Apple Pay,Google Search,New Customer
Lee Daniel,santosmichael@example.com,Wedding,2025-04-13,2025-04,2038.33,United States,Cash,Referral,New Customer
Margaret Smith,judithcox@example.org,Event,2025-04-13,2025-04,390.19,Canada,PayPal,Referral,Returning Customer
Brett Rivera,nelsonsuzanne@example.net,Real Estate,2025-04-12,2025-04,319.5,Canada,Cash,Referral,Business Client
Angela Yates,pknight@example.org,Wedding,2025-04-10,2025-04,2059.82,Canada,Bank Transfer,Google Search,Occasional Buyer
Patrick Norris,jeremylove@example.org,Product,2025-04-13,2025-04,657.9,United States,Cash,Referral,Business Client
Lee Arnold,pauljessica@example.org,Stock Photo License,2025-04-07,2025-04,45.04,United States,Bank Transfer,Direct Visit,Occasional Buyer
Brandi Turner,jeremywillis@example.net,Product,2025-04-13,2025-04,319.08,United States,PayPal,Email Campaign,New Customer
Brett Keith,florescynthia@example.org,Stock Photo License,2025-04-10,2025-04,73.52,United States,Bank Transfer,Referral,New Customer
Jeremy Alvarez,danielsjason@example.com,Portrait,2025-04-09,2025-04,314.65,United States,Bank Transfer,Facebook,New Customer
Adam Jordan,cortezscott@example.net,Wedding,2025-04-08,2025-04,1804.98,United States,PayPal,Email Campaign,Returning Customer
Robert Mendez,qgay@example.com,Real Estate,2025-04-08,2025-04,102.47,United States,Cash,Direct Visit,Returning Customer
Katherine Thompson,ppalmer@example.com,Event,2025-04-12,2025-04,1121.55,Canada,PayPal,Google Search,New Customer
Joseph Peterson,connie12@example.com,Portrait,2025-04-10,2025-04,383.82,Canada,Bank Transfer,Email Campaign,Business Client
Steven Hicks,emartin@example.com,Portrait,2025-04-07,2025-04,248.46,Canada,Apple Pay,Google Search,New Customer
Anna Atkins,dana82@example.org,Event,2025-04-10,2025-04,991.06,Canada,Apple Pay,Google Search,Returning Customer
Pamela Lewis,luke87@example.org,Real Estate,2025-04-12,2025-04,557.29,United States,Cash,Instagram,New Customer
Tanya Clark,mariolee@example.com,Portrait,2025-04-10,2025-04,173.21,United States,Cash,Instagram,New Customer
Sarah Bishop,markblack@example.com,Portrait,2025-04-07,2025-04,355.32,Canada,PayPal,Instagram,New Customer
Rachel Chan,jeremy47@example.com,Portrait,2025-04-13,2025-04,176.61,Canada,Credit Card,Email Campaign,Business Client
Eric Acosta,shannon69@example.com,Real Estate,2025-04-10,2025-04,106.11,Canada,Cash,Google Search,New Customer
Abigail Case,schmittmichael@example.org,Stock Photo License,2025-04-12,2025-04,45.09,Canada,Cash,Facebook,Business Client
Pamela Smith,jasonmoran@example.com,Wedding,2025-04-13,2025-04,2710.69,Canada,Cash,Email Campaign,New Customer
Allison Simmons,jnguyen@example.net,Portrait,2025-04-12,2025-04,241.22,Canada,Apple Pay,Referral,Business Client
Daniel Shaw,daniel32@example.com,Wedding,2025-04-13,2025-04,1510.44,Canada,PayPal,Direct Visit,Business Client
Teresa Watkins,harringtonpeter@example.net,Event,2025-04-07,2025-04,709.49,Canada,Credit Card,Google Search,Business Client
Mr. Lawrence Brooks,brownmatthew@example.net,Portrait,2025-04-12,2025-04,162.52,Canada,Bank Transfer,Referral,New Customer
